UNITID,MISTNO,INSTDATE,MODIFIED_DT,SIGN_CODE,SIGN_DSCRN,SIGN_SIZE,SIGN_TYPE,STATUS_CD,SUPPORT_TYPE,POINT
1110195952,0041,2018/09/20,2018/11/28,11-799,Right Lane Turn Right,900x1200,Flat Sheet,As-built,Trunk,POINT (-114.1698879 51.1230911)
1110076075,B2672,2017/09/29,2019/04/29,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1581722 51.1326378)
1109356988,0002,2007/08/26,2012/12/14,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0813064 51.1381519)
1109663678,B2523,1988/01/01,2019/07/25,14-317,Pedestrian Corridor,750x3000,Other,As-built,Arm,POINT (-114.1904989 51.0889683)
1110247282,0382,2020/01/22,2020/01/29,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,Active,Arm,POINT (-114.041338 51.0433961)
1110185036,0363,2019/08/28,2019/12/09,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.1810328 51.0530799)
1110057165,B2830,2017/05/18,2019/04/29,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.2148621 51.1194686)
1110022206,0086,2016/06/16,2017/09/26,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.981633 51.08846)
1110140183,0191,2018/01/14,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1292227 51.0682286)
1110054337,B2882,2017/05/24,2019/04/29,11-250,KRMS,600x750,Flat Sheet,Active,Pedestal,POINT (-114.2513644 51.1305138)
1110073623,B2897,2017/08/15,2019/04/29,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1525173 51.0433979)
1109986161,0483,2015/06/12,2016/09/16,11-244,One Way Except Bicycles,600x1350,Flat Sheet,Active,,POINT (-114.074425 51.0398461)
1110452723,0013,2006/06/25,2023/12/20,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.1647284 51.1376249)
1109589665,0848,2014/06/14,2018/08/30,11-250,KRMS,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0012914 50.9567471)
1110247220,B2542,2020/02/24,2020/02/25,14-320,TAC Overhead Flasher,900x1200,Other,Active,Arm,POINT (-113.9466274 51.0815781)
1110266086,0541,2001/10/05,2020/02/10,11-656,Turn Control - Left + Right 2 Lanes,900x1350,Flat Sheet,As-built,Arm,POINT (-114.156738 51.0182062)
1109730358,0378,2012/05/26,2017/05/11,11-645,TURN CONTROL - ARROW LEFT,900x900,Flat Sheet,As-built,Arm,POINT (-114.0628945 51.0446499)
1110156143,0320,2013/07/09,2018/06/04,11-244,One Way - Arrow Left,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0785071 51.0479726)
1110168297,0462,2018/10/18,2022/04/11,11-804,No Left Turn,600x600,Flat Sheet,As-built,Arm,POINT (-113.995437 51.0374977)
1110094140,0953,2017/12/14,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.2109747 51.064504)
1110026507,0020,2017/02/14,2017/02/27,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,Active,Arm,POINT (-114.083691 51.1093334)
1109798535,B2785,2014/12/17,2019/05/16,14-308,Pedestrian Crosswalk,600X750,Flat Sheet,As-built,Trunk,POINT (-114.1236124 50.9140652)
1109353594,0566,2011/01/06,2018/09/10,11-647,Turn control - Thru + Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0784028 51.0172328)
1109540976,B2581,2009/07/14,2019/07/02,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0844413 51.0639565)
1109708212,0320,2001/01/01,2018/06/04,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0787293 51.0477745)
1110210263,1161,2018/09/18,2019/02/04,,Transit Signal,,Flat Sheet,As-built,Arm,POINT (-113.9552177 51.0378479)
1110025301,B2573,2016/12/12,2021/12/07,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.116893 50.910839)
1109356856,0001,2013/10/19,2017/08/10,11-652,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0004259 51.1340296)
1110169226,0584,2014/08/15,2018/07/24,11-651,Turn Control - Thru,900x900,Flat Sheet,As-built,Arm,POINT (-114.1202713 51.0085746)
1109998278,0058,2015/08/18,2016/12/30,11-240,Do Not Enter,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0019085 51.0927439)
1110236723,0518,2019/10/03,2020/10/26,11-654,Turn Control - Dual Left,900x900,Flat Sheet,Active,Pedestal,POINT (-114.2109053 51.0523307)
1110073632,B2897,2017/08/15,2019/04/29,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1527783 51.0434015)
1109714311,0010,2008/07/19,2014/02/20,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,Active,,POINT (-114.0698745 51.1179265)
1109707994,1073,2012/11/14,2015/09/08,11-810,No Turns,900x900,Flat Sheet,As-built,,POINT (-114.0861396 51.0470533)
1110004112,B2570,2013/02/01,2019/06/26,14-308,Pedestrian Corridor,600x750,Flat Sheet,As-built,Trunk,POINT (-113.9745152 51.0709866)
1110141897,0098,2002/07/03,2018/03/08,11-806,No Right Turn,900x900,Flat Sheet,As-built,Arm,POINT (-114.1282471 51.0856299)
1110419258,0771,2023/07/04,2023/11/02,,Bikes Use Pedestrian Sign,,Flat Sheet,As-built,Pedestal,POINT (-113.9817801 51.0231972)
1110148305,0279,1995/12/05,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9657096 51.0960701)
1109355788,B2726,2004/10/22,2019/06/11,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-113.9887474 50.9059487)
1109647865,B2655,2012/10/21,2019/07/09,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.06392 50.9795405)
1110094083,B2721,2017/09/19,2019/04/29,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0632592 51.1178749)
1110332393,0219,2021/09/13,2021/11/10,11-645,Turn Control - Left,900x900,Flat Sheet,Active,Pedestal,POINT (-113.9583767 51.0623637)
1109972566,0107,2013/11/14,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1183452 51.0740498)
1110139100,0060,2018/10/16,2019/04/04,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9584052 51.0962573)
1109672875,B2730,2012/01/12,2019/05/30,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0535921 50.9797934)
1109601496,0337,2010/10/09,2016/08/16,11-810,No Turns,900x900,Flat Sheet,As-built,Arm,POINT (-114.071483 51.0468441)
1110390044,0312,2022/10/03,2023/08/18,11-806,No Right Turn,900x900,LED,As-built,Arm,POINT (-114.0626283 51.0483561)
1110001077,0330,2009/08/27,2017/08/02,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0557238 51.0472124)
1110476381,1222,2021/09/10,2024/01/30,11-656,Turn Control - Left + Right,900x1350,Flat Sheet,As-built,Arm,POINT (-114.1992754 51.0380688)
1110057162,B2830,2017/05/18,2019/04/29,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.2149573 51.1192925)
1110401537,B0065,2023/01/09,2023/07/20,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0884086 51.1688355)
1109356411,3496,,2021/09/15,11-651/11-645,Turn Control - Thru/Turn Control - Arrow Left,900x900,Varicom,Active,Arm,POINT (-114.0834853 51.0495196)
1109355343,B2720,2003/07/16,2019/06/11,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0625794 51.0654478)
1109803262,B2789,2015/03/10,2019/05/13,14-307,PEDESTRIAN CROSSWALK,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1009863 51.1601306)
1109801616,0660,2014/06/05,2018/02/05,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0948223 50.9794111)
1110106107,0759,2017/08/11,2018/02/21,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0661989 50.9043772)
1110340308,1198,2022/06/04,2022/06/06,,Blank Out - No Left Turn Tunnel Closed,600x900,LED,Active,Pedestal,POINT (-114.0017322 51.1384979)
1109356602,0262,2016/12/18,2021/02/25,11-645,Turn Control - Arrow Left,900x900,LED,As-built,Arm,POINT (-114.0857906 51.0518895)
1110009266,B2832,2016/08/02,2019/05/22,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.024666 50.939793)
1110033356,B2839,2016/12/28,2019/05/06,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.2502711 51.1289389)
1110046486,0209,2014/02/26,2016/12/02,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.013085 51.0669409)
1110272228,0627,1997/08/20,2020/03/10,11-645,Turn Control - Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.1710445 51.0173452)
1110239111,B2511,2019/08/15,2019/08/26,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1591031 51.0862568)
1109707999,0432,2000/06/01,2013/05/17,11-244,One way - Arrow Left,450x1350,Flat Sheet,Active,Arm,POINT (-114.0863362 51.0431337)
1110011747,B2822,2016/09/30,2019/05/06,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.1313817 51.0745097)
1109540514,0954,2006/03/28,2014/02/13,11-250,KRMS,900x1200,Flat Sheet,As-built,Pedestal,POINT (-114.1681987 51.1448098)
1110285786,B0041,2021/08/06,2021/09/13,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.1595962 51.0720217)
1110279018,1184,2020/06/02,2020/06/02,11-250,Keep Right,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1644552 51.1673178)
1109765980,1115,2014/03/27,2019/01/22,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.908262 51.0405604)
1110057115,B2884,2017/05/25,2019/04/29,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.2344222 51.151973)
1110285668,B0037,2021/11/22,2022/11/17,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1126928 51.074304)
1109625718,0667,2004/07/26,2018/06/18,11-005,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0397828 50.9870119)
1110218126,0876,2019/07/13,2020/06/04,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-113.9584708 50.9991189)
1110031625,0915,2006/02/27,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0062246 51.1508074)
1110036384,0265,2016/11/27,2019/10/04,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,Pedestal,POINT (-114.0515491 51.0510619)
1110119447,B2764,2018/03/19,2019/05/30,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0175815 50.9609698)
1109749689,B2564,2014/05/08,2020/01/02,14-320,TAC Overhead Flasher,900X1200,Other,As-built,Arm,POINT (-114.0561562 51.0743552)
1110028813,0836,2016/09/03,2022/09/13,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0700203 50.9128833)
1110167498,0985,2018/07/10,2018/09/18,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.1917343 51.1300556)
1109623098,B2528,2009/09/10,2019/07/25,14-320,TAC Pedestrian Corridor,900x1200,Other,Active,Arm,POINT (-114.1143367 51.0886484)
1109393344,0164,1993/07/07,2012/08/16,17-110,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-113.9351038 51.0699445)
1110031881,0914,2006/04/06,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.001301 51.1508089)
1109757228,B2517,2015/09/23,2019/06/26,14-308,Pedestrian Crosswalk,600x900,Flat Sheet,As-built,Pedestal,POINT (-114.1547552 51.1050175)
1109354541,0453,2002/12/01,2013/11/05,11-651,Turn Control - Thru,900x900,Flat Sheet,As-built,Arm,POINT (-114.0742266 51.0377287)
1109667007,0329,2022/04/07,2022/04/19,11-648,Turn Control - Thru + Right,900x900,Flat Sheet,Active,Arm,POINT (-114.0578728 51.0474271)
1109789873,0959,2007/10/10,2014/06/10,11-656,TURN CONTROL - LEFT+RIGHT - TWO LANE,900x1350,Flat Sheet,As-built,Arm,POINT (-114.1279339 51.1630676)
1110467504,B0108,2023/12/08,2024/01/16,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.013283 51.0639694)
1110391569,0243,2022/11/07,2022/11/24,11-645,Turn Control - Left,900x900,Flat Sheet,Active,Pedestal,POINT (-114.1061559 51.1537259)
1110038537,B2776,2016/12/20,2019/05/06,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0833076 50.9876965)
1110026434,0901,2017/08/17,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0812972 50.9213621)
1109357193,0461,1994/12/11,2019/04/25,13-163,AWF - Prepare To Stop,1500x1500,Other,As-built,Arm,POINT (-114.0002927 51.0371447)
1110342071,B0056,2021/12/01,2021/12/08,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0298047 50.8697893)
1110009779,0415,2015/06/02,2023/08/10,11-645/11/651,Turn Control - Arrow Left/Turn Control - Thru,900x900,LED,As-built,Arm,POINT (-114.0713403 51.0416558)
1110072510,B2552,2017/04/13,2019/04/29,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.071587 51.1268833)
1110147624,0964,2007/10/04,2018/04/09,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.2012339 51.1213672)
1110202857,1169,2018/07/10,2018/12/19,,Reserved Lane,,Flat Sheet,As-built,Arm,POINT (-113.9889178 51.0377988)
1110149037,0778,2004/03/27,2018/04/17,13-163,Prepare To Stop,1500x1500,Other,As-built,Arm,POINT (-114.042846 50.8742554)
1110006778,B2553,2003/04/27,2019/07/25,14-320,TAC Pedestrian Crosswalk,900x1200,Other,As-built,Arm,POINT (-114.1062845 51.0724553)
1110332526,1245,2021/11/05,2021/11/09,,Bike Push Button,,Flat Sheet,Active,Trunk,POINT (-113.9817624 51.0362735)
1110214977,B2636,2019/05/22,2019/12/10,14-320,TAC Pedestrian Crosswalk,900x1200,Flat Sheet,Active,Arm,POINT (-114.1411991 51.0176315)
1110213034,B0025,2019/04/04,2019/12/03,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0943881 50.8993941)
1110170221,0050,1993/11/29,2018/07/27,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.1328887 51.1266539)
1110221686,0625,1988/01/01,2019/05/06,13-462,Added Lane,,Flat Sheet,As-built,Trunk,POINT (-113.9840775 50.9989627)
1109708575,,2016/04/17,2016/07/18,11-952,Reserved Lane Sign,900x1500,Flat Sheet,Active,Arm,POINT (-114.0627971 51.0501832)
1110272017,0767,2022/07/06,2022/07/26,11-654,Turn Control - Dual Left,900x900,Flat Sheet,Active,Pedestal,POINT (-114.0766152 50.9025769)
1110330810,1216,2022/09/09,2022/09/12,11-240,Do Not Enter,900x900,Flat Sheet,Active,Arm,POINT (-114.104142 51.0444095)
1110006615,1074,2015/02/04,2016/05/03,11-250,KRMS,600x750,Flat Sheet,Active,Pedestal,POINT (-114.146456 51.1680412)
1109803845,0722,2015/12/05,2021/04/16,11-250,KEEP RIGHT,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0947429 50.9507179)
1110239447,0332,2008/01/27,2019/08/09,11-810,No Turns,900x900,Flat Sheet,As-built,Arm,POINT (-114.0836498 51.0469806)
1109631471,1050,2012/08/23,2017/04/19,11-805,Left Turn Prohibited,900x900,Flat Sheet,As-built,Arm,POINT (-113.9473262 51.1264397)
1109933395,B2794,2015/03/31,2019/05/13,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1850038 51.0629149)
1109717775,0128,2020/06/10,2020/06/11,11-005,YOSG,750x900,Flat Sheet,Active,Pedestal,POINT (-114.152189 51.0816613)
1110008252,B2843,2016/06/24,2019/05/13,14-307,Pedestiran Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-113.9669953 50.926665)
1110155211,0765,2018/08/17,2018/12/31,SPECIAL,Fire Truck Entering,900x900,Flat Sheet,As-built,Arm,POINT (-114.2484087 51.1270175)
1109708787,0419,2016/01/24,2017/09/25,11-245,One Way - Arrow Right Excep Bicycles,600x1350,Flat Sheet,As-built,Arm,POINT (-114.0584198 51.0413692)
1110065467,B2892,2017/07/04,2019/04/29,11-250,KRMS,600x750,Flat Sheet,Active,Streetlight,POINT (-114.0967177 50.9140072)
1110112259,0585,2003/09/10,2019/09/23,11-806,Right Turn Prohibited,900x900,Flat Sheet,As-built,Arm,POINT (-114.1170661 51.0086266)
1109544803,B2521,2009/11/26,2019/07/09,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.1606921 51.0727128)
1110363617,B2604,2022/02/17,2022/03/02,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Trunk,POINT (-113.9770804 51.0546917)
1110060746,B2876,2017/05/25,2019/04/29,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.2344234 51.148578)
1110018758,B2678,2008/08/22,2019/06/26,14-320,TAC Pedestrian Corridor,600x750,Flat Sheet,As-built,Arm,POINT (-114.0228828 50.9318307)
1109628541,B2582,2011/08/22,2019/06/26,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-113.9460856 51.0632737)
1109803259,B2789,2015/03/10,2019/05/13,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1009946 51.1601513)
1110028045,B2844,2016/12/09,2021/03/23,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1197949 51.0869165)
1110221231,B0015,2019/08/06,2022/03/07,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.1823496 51.0452148)
1110247223,B2542,2020/02/24,2020/02/25,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Trunk,POINT (-113.9466296 51.0816376)
1110283567,0874,2020/06/06,2021/08/10,11-646,Turn Control - Right,900x900,Flat Sheet,Active,Arm,POINT (-113.9582643 51.0087223)
1110151693,B2710,2018/07/12,2019/04/05,14-320,TAC Pedestrian Crosswalk,900x1200,Other,Active,Arm,POINT (-114.0947114 51.0333189)
1110036228,B2818,2016/12/21,2019/05/06,14-308,Pedestriamn Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1820379 51.0865152)
1109750336,B2566,2005/01/01,2019/06/26,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0860504 51.0788866)
1109628709,0304,2015/10/21,2016/04/12,11-648/11-651,Turn Control - Thru (AM)/ Thru + Right (All Other Times),900x900,LED,As-built,Arm,POINT (-114.0811872 51.0488153)
1110216760,B0026,2019/06/20,2019/12/30,14-307,,600x750,Flat Sheet,As-built,,POINT (-114.0596883 50.9740331)
1110285667,B0037,2021/11/22,2022/11/17,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1127077 51.0743035)
1110008227,B2563,2016/09/21,2019/06/26,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Trunk,POINT (-114.0623614 51.074345)
1109707957,0370,2001/01/01,2016/09/15,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,Arm,POINT (-114.088623 51.0454234)
1110088404,B2889,2017/12/07,2019/04/29,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9758826 51.0452174)
1109354682,0566,2000/01/01,2018/09/10,11-809,Turn Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0779747 51.0173434)
1110072508,B2552,2017/04/13,2019/04/29,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0713021 51.1268907)
1110110160,0555,2003/12/20,2017/09/27,11-804,No Left Turn,900x900,Flat Sheet,As-built,Arm,POINT (-114.0777881 51.0201791)
1110009567,B2594,2005/07/01,2019/06/26,14-302,Pedestrian Crosswalk Ahead,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9417265 51.0553139)
1110305667,0032,2021/01/05,2024/02/01,11-645,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9735803 51.1118857)
1109760904,0871,2013/10/07,2018/09/05,11-648,Turn Control - Thru + Right,900x900,Flat Sheet,As-built,Arm,POINT (-113.9121181 51.0155481)
1109354587,B2708,2008/05/27,2019/10/10,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0640826 51.0303764)
1109722033,B2769,2012/08/20,2019/09/25,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.1177713 50.9578324)
1110408772,B0081,2023/04/27,2023/08/01,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.22126 51.0888532)
1110004702,0031,2011/02/22,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0449129 51.1106055)
1109640965,0823,2011/07/25,2013/02/19,17-110,YOSG,750X900,Flat Sheet,As-built,Pedestal,POINT (-114.2044249 51.1332799)
1110009268,B2832,2016/08/02,2019/05/22,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.024493 50.9396896)
1109623092,B2657,2009/08/18,2019/07/02,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0773332 50.9759599)
1110155740,B2917,2018/12/03,2019/07/15,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1143527 51.0786651)
1109708430,0297,,2013/05/17,11-245,One Way - Arrow Right,450x1350,Flat Sheet,Active,,POINT (-114.067879 51.0493888)
1109708319,0476,2015/06/12,2018/07/16,11-245,One Way Except Bicycles,600x1350,Flat Sheet,Active,,POINT (-114.0740862 51.0407506)
1109353959,0837,2016/05/26,2016/10/03,11-005,Yield On Solid Green,750x900,Flat Sheet,Active,Pedestal,POINT (-114.0703231 50.8980551)
1110249362,B0024,2020/02/05,2022/07/27,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-113.946943 51.1295508)
1109972565,0107,2013/11/14,2017/02/09,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.1183559 51.0740745)
1109933347,B2790,2015/02/25,2019/05/13,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0992666 50.909074)
1110034013,B2841,2016/12/31,2019/05/06,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.0684604 50.9742248)
1110468872,1306,2024/01/18,2024/01/19,11-806,Right Turn Prohibited,900x900,Flat Sheet,Active,Arm,POINT (-114.0365143 51.1738255)
1110466435,0194,2023/06/04,2023/11/07,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0982865 51.0669531)
1109768222,1101,2013/10/17,2013/12/05,,,,Flat Sheet,Active,,POINT (-113.9578197 50.9164467)
1109354753,0266,1972/01/01,2019/10/03,11-243,One way - Arrow Left,900x900,Flat Sheet,As-built,Trunk,POINT (-114.0502342 51.0504861)
1110239143,B0008,2019/11/21,2019/12/02,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-113.9657484 50.9191659)
