BOUND,CREATED_DT,DISTANCE,SPEED_LIMIT,STREET_NAME,MODIFIED_ATTRIBUTE_DT,multiline,geometry
S,2021/06/11,,50,BANFF TR NW,2021/06/11,"MULTILINESTRING ((-114.1156637 51.0707528, -114.1156494 51.0707007, -114.1156272 51.0706539, -114.115581 51.0705945, -114.1155327 51.070539, -114.1154926 51.070515, -114.1154446 51.0705008))","MULTILINESTRING ((281730.3637845579 5662311.616914367, 281731.1201158792 5662305.782515129, 281732.4547243563 5662300.513890374, 281735.41101509007 5662293.773338138, 281738.53275947645 5662287.460125177, 281741.2284474898 5662284.673106582, 281744.52359544614 5662282.952132805))"
N,,0.62,80,SHAGANAPPI TR,2012/07/16,"MULTILINESTRING ((-114.1278368 51.1449948, -114.127846 51.1449977, -114.1280389 51.1450594, -114.1285721 51.1452297, -114.1289172 51.1453476, -114.1292623 51.1454654, -114.1297827 51.1456346, -114.130303 51.1458039, -114.1306536 51.1459199, -114.1310042 51.146036, -114.1313548 51.1461521, -114.1317054 51.1462681, -114.1320296 51.1463689, -114.1322224 51.1464289))","MULTILINESTRING ((281228.78941728023 5670601.335053942, 281228.1597944456 5670601.684827878, 281214.9624974432 5670609.118143192, 281178.4825239101 5670629.637533505, 281154.9082828284 5670643.771864032, 281131.33369431837 5670657.895189232, 281095.7442430669 5670678.254790444, 281060.1625305008 5670698.625465372, 281036.1953160006 5670712.565512714, 281012.22870091756 5670726.516792624, 280988.2622117925 5670740.468187976, 280964.2953749447 5670754.408581642, 280942.1027128855 5670766.580622603, 280928.9051633687 5670773.825406947))"
W,2021/06/08,,50,SKYVIEW RANCH RD NE,2021/06/08,"MULTILINESTRING ((-113.9512085 51.1629457, -113.9512245 51.1629369, -113.9512451 51.1629289, -113.9512639 51.1629224, -113.9512857 51.1629167, -113.9513123 51.1629114, -113.9513466 51.1629073, -113.9517035 51.162907, -113.9520664 51.1629067, -113.9524294 51.1629064, -113.9531012 51.1629058, -113.9537729 51.1629052, -113.9539073 51.1629051, -113.9542669 51.1629048, -113.9547609 51.1629044, -113.9552549 51.1629039, -113.9557489 51.1629035, -113.9563734 51.162903, -113.9570291 51.162903, -113.9576888 51.1629018, -113.9583796 51.1629011, -113.9584131 51.1629012, -113.9586791 51.1629009, -113.9587042 51.1629008, -113.9589786 51.1629006, -113.9591493 51.1629004, -113.9592621 51.1629016, -113.9594082 51.1629073, -113.9595151 51.1629149, -113.9596518 51.1629292, -113.9597764 51.1629444, -113.9599136 51.1629663, -113.9600186 51.1629866, -113.9601439 51.1630137, -113.9602697 51.1630464, -113.9603798 51.1630782, -113.9604734 51.1631085, -113.9605777 51.1631447, -113.9606656 51.1631794, -113.9607948 51.1632348))","MULTILINESTRING ((293660.492198828 5672086.286812388, 293659.3344508944 5672085.353382679, 293657.85871673445 5672084.521806553, 293656.5155057823 5672083.851941076, 293654.9661547215 5672083.279437926, 293653.0830508312 5672082.764880123, 293650.6670447195 5672082.405349467, 293625.7170321507 5672083.373970988, 293600.3475980937 5672084.359561516, 293574.97117509774 5672085.345558296, 293528.0071193758 5672087.165682511, 293481.05005888245 5672088.9859555885, 293471.65454251075 5672089.3524538595, 293446.5157996594 5672090.329532889, 293411.98154311976 5672091.673342601, 293377.4468422046 5672093.00626719, 293342.9125909622 5672094.350541728, 293299.255454366 5672096.050896087, 293253.41956165095 5672097.894964639, 293207.2986905973 5672099.617285487, 293159.0060544573 5672101.483122318, 293156.6647268438 5672101.5885082, 293138.0689909321 5672102.303712387, 293136.31395967 5672102.363232831, 293117.13148080907 5672103.1132703535, 293105.19801919465 5672103.571490317, 293097.3182509148 5672104.02240461, 293087.1308354088 5672105.067356876, 293079.6921542796 5672106.213211926, 293070.20034363936 5672108.187843962, 293061.5584031037 5672110.228486328, 293052.06568323623 5672113.049491961, 293044.8167035583 5672115.601974618, 293036.17913896847 5672118.967616821, 293027.5317111904 5672122.957263178, 293019.97774960636 5672126.802657505, 293013.570487019 5672130.434836982, 293006.4416916618 5672134.753090406, 293000.45260354807 5672138.858406415, 292991.66923726187 5672145.381368017))"
N,2021/06/21,,50,EDMONTON TR NE,2021/06/21,"MULTILINESTRING ((-114.0503355 51.0506018, -114.0503223 51.0506647, -114.0503093 51.0507284, -114.0503014 51.0507859, -114.0502841 51.0509267, -114.0502837 51.0509614, -114.0502828 51.0510227, -114.0502829 51.0510924, -114.0502829 51.0511428, -114.0502829 51.051195, -114.0502829 51.0512573, -114.0502844 51.0513651, -114.0502831 51.0514348, -114.0502806 51.0515934, -114.0502808 51.0517576, -114.0502796 51.0518566, -114.0502792 51.0519069, -114.0502787 51.0521126, -114.0502786 51.0521524, -114.0502811 51.0524005, -114.0502812 51.0525075, -114.0502813 51.0526691, -114.0502812 51.052783, -114.0502817 51.0529044, -114.0502822 51.0530258, -114.0502827 51.0531473, -114.0502832 51.0532687, -114.0502811 51.0534496, -114.0502803 51.0535206, -114.0502884 51.0536397, -114.0502888 51.0536455, -114.050307 51.0537847, -114.0503252 51.0538797, -114.0503629 51.053994, -114.0504132 51.0541012, -114.0504884 51.054222, -114.0505722 51.0543222, -114.0506601 51.0544127, -114.050741 51.0544883, -114.0508831 51.0545977, -114.0509935 51.0546773, -114.0514428 51.0549876, -114.0516686 51.0551482, -114.0517686 51.0552014, -114.0518168 51.0552242, -114.0519138 51.0552587))","MULTILINESTRING ((286213.195676765 5659879.6735063, 286214.4104296637 5659886.62787698, 286215.61485165753 5659893.671766117, 286216.4333385073 5659900.041200822, 286218.2942829813 5659915.643946103, 286218.4821823036 5659919.500444627, 286218.82766972267 5659926.312660059, 286219.14178621676 5659934.061622297, 286219.3739906224 5659939.664679167, 286219.6144882182 5659945.467845247, 286219.9015191076 5659952.393846192, 286220.29307295254 5659964.382518466, 286220.7052909011 5659972.127415518, 286221.611179176 5659989.751998212, 286222.35367768013 5660008.006983794, 286222.8938823038 5660019.009504594, 286223.15365644626 5660024.600283248, 286224.13640967815 5660047.466865535, 286224.32678685 5660051.89121188, 286225.2946835862 5660079.480190101, 286225.7806593523 5660091.375861131, 286226.51819599874 5660109.3415117385, 286227.04997817776 5660122.003687707, 286227.5742748743 5660135.501394603, 286228.0985727215 5660148.999101699, 286228.6233324541 5660162.5079261735, 286229.1476326012 5660176.00563367, 286230.1282503301 5660196.110513047, 286230.51142893784 5660204.001387441, 286230.49261917465 5660217.265469979, 286230.4913149788 5660217.911427964, 286229.8574353616 5660233.43939331, 286229.0199142094 5660244.0535655385, 286226.90501105995 5660256.869980852, 286223.8745616377 5660268.933668058, 286219.16212645546 5660282.581605161, 286213.7522230882 5660293.9643839905, 286208.0103747668 5660304.280710154, 286202.6903556151 5660312.920253478, 286193.2380512898 5660325.495159507, 286185.8695601792 5660334.665090286, 286155.8190259662 5660370.466803322, 286140.7384672808 5660388.976957423, 286133.9771499573 5660395.181818759, 286130.7050979198 5660397.856570573, 286124.0677941397 5660401.973817157))"
E,,2.04,70,16 AV,,"MULTILINESTRING ((-114.1437963 51.0661985, -114.1436786 51.066202, -114.1434698 51.0662061, -114.1433274 51.0662097, -114.1430403 51.0662168, -114.1427772 51.0662227, -114.1425359 51.0662285, -114.1423638 51.0662325, -114.1421738 51.0662387, -114.142026 51.0662439, -114.1417503 51.0662553, -114.141591 51.0662627, -114.1413188 51.066277, -114.1411764 51.0662849, -114.1409662 51.066297, -114.1408339 51.0663052, -114.1406729 51.0663164, -114.1405546 51.066325, -114.1405481 51.0663255, -114.1404469 51.0663316, -114.1403639 51.066338), (-114.1403639 51.066338, -114.1401937 51.0663511, -114.140012 51.0663662, -114.1398286 51.0663813, -114.1396563 51.066398, -114.1394755 51.0664186, -114.1393052 51.0664386, -114.1391541 51.0664575, -114.1389584 51.0664852, -114.1388012 51.0665079, -114.1386667 51.066529, -114.1384956 51.0665562, -114.1383545 51.0665804, -114.1382331 51.0666026, -114.1381178 51.0666231, -114.1380092 51.0666446, -114.1378834 51.0666695, -114.1377682 51.0666928, -114.1376424 51.0667199, -114.1375085 51.0667497, -114.1373758 51.066779, -114.137243 51.0668078, -114.137068 51.0668476, -114.1369606 51.0668736, -114.1368686 51.0668952), (-114.1368686 51.0668952, -114.1367678 51.0669199, -114.1365986 51.0669649, -114.1363797 51.0670236, -114.1361597 51.0670902, -114.1358804 51.0671774, -114.1357647 51.0672138, -114.1355503 51.0672804, -114.1354247 51.0673207, -114.1352437 51.067377, -114.1348994 51.0674846, -114.134633 51.0675682, -114.134337 51.0676594, -114.1340563 51.0677428, -114.1338122 51.0678129, -114.1337014 51.0678434, -114.1335426 51.0678833, -114.133443 51.067908, -114.1333229 51.0679374, -114.1329683 51.0680165, -114.1328724 51.0680354, -114.1326016 51.0680883, -114.1324452 51.0681161, -114.1323518 51.0681322, -114.1321713 51.0681632, -114.1320617 51.0681809, -114.1319375 51.0681994, -114.1318347 51.0682147, -114.1317369 51.0682293, -114.1316338 51.0682429, -114.1315019 51.0682614, -114.1313492 51.0682799, -114.1312341 51.0682946, -114.131082 51.0683113, -114.1309056 51.0683309, -114.1305979 51.0683654, -114.1304597 51.0683796, -114.1303401 51.0683902, -114.1302169 51.0684033, -114.1300675 51.0684147, -114.1299695 51.068423, -114.1298845 51.0684276), (-114.1298845 51.0684276, -114.1297264 51.0684385, -114.1295742 51.0684475, -114.1294239 51.0684553, -114.1292829 51.0684608, -114.129161 51.0684641), (-114.129161 51.0684641, -114.1290332 51.0684687, -114.128825 51.0684707, -114.1286451 51.0684702, -114.1285163 51.068471, -114.1284176 51.0684693, -114.1283561 51.0684687), (-114.1283561 51.0684687, -114.1281519 51.0684643, -114.1280081 51.0684615, -114.1278223 51.0684576, -114.1276043 51.0684526, -114.1274101 51.0684475, -114.127213 51.0684401, -114.1269989 51.0684304, -114.1268411 51.0684211, -114.1266693 51.0684054, -114.1265343 51.0683915, -114.1264586 51.0683828, -114.1264019 51.0683754), (-114.1264019 51.0683754, -114.1262107 51.0683555, -114.1259902 51.0683322, -114.1257773 51.0683054, -114.1254969 51.0682658, -114.1253091 51.0682372, -114.1246671 51.0681065), (-114.1246671 51.0681065, -114.1244715 51.0680793, -114.1242995 51.068052, -114.1240503 51.0680059, -114.1238758 51.06797, -114.1237162 51.0679324, -114.123445 51.0678731, -114.1233328 51.0678465, -114.1232555 51.0678277, -114.1230952 51.0677835), (-114.1230952 51.0677835, -114.1228851 51.0677425, -114.1225663 51.0676707, -114.1223962 51.0676324, -114.1223179 51.0676145, -114.1219936 51.0675404, -114.1219395 51.0675288), (-114.1219395 51.0675288, -114.1216168 51.067452, -114.1212947 51.0673689, -114.1208635 51.0672437), (-114.1208635 51.0672437, -114.1207941 51.0672441, -114.1206782 51.0672304, -114.1205639 51.0672104, -114.1204428 51.0671883, -114.1203 51.0671556, -114.1200983 51.0671145, -114.1199352 51.0670871, -114.119789 51.0670608, -114.1195463 51.0670262, -114.119348 51.067001, -114.1191514 51.0669779, -114.1189648 51.0669622, -114.1188119 51.0669496, -114.1186809 51.0669381, -114.1186287 51.0669286, -114.1185806 51.0669144), (-114.1185806 51.0669144, -114.1183199 51.0669122), (-114.1183199 51.0669122, -114.1180564 51.0669107, -114.1179583 51.0669102, -114.1178587 51.0669103, -114.1176077 51.0669105, -114.1175018 51.0669169), (-114.1175018 51.0669169, -114.1173462 51.066918, -114.1169582 51.0669329, -114.1164236 51.0669461, -114.1164028 51.0669463))","MULTILINESTRING ((279738.2998804067 5661889.129492746, 279746.5611015243 5661889.1663471, 279761.2065031638 5661888.997301326, 279771.19837110373 5661888.971399129, 279791.3427376847 5661888.901654132, 279809.80026063835 5661888.770386336, 279826.7302689032 5661888.693283167, 279838.8044394237 5661888.623131289, 279852.14290288923 5661888.744038831, 279862.5206111789 5661888.880032926, 279881.8868229799 5661889.322770381, 279893.08051330864 5661889.669005628, 279912.215308532 5661890.444716877, 279922.22756046033 5661890.897137916, 279937.00895753864 5661891.613764478, 279946.31514608103 5661892.129782703, 279957.6459277269 5661892.893520738, 279965.9733434202 5661893.495899189, 279966.43102400086 5661893.532051413, 279973.54876451544 5661893.907640311, 279979.39306402707 5661894.370998314), (279979.39306402707 5661894.370998314, 279991.37728079874 5661895.318529964, 280004.1765238539 5661896.454054126, 280017.09483956406 5661897.5845286455, 280029.2432116488 5661898.926082986, 280042.0054757999 5661900.6758253975, 280054.0293872097 5661902.390275973, 280064.7031649536 5661904.039842929, 280078.54277283535 5661906.534456193, 280089.6618387038 5661908.588292774, 280099.1832371988 5661910.532105101, 280111.2972756446 5661913.044721833, 280121.2956644077 5661915.313482849, 280129.9046341983 5661917.418775315, 280138.0782494948 5661919.353315588, 280145.7872841337 5661921.419053072, 280154.71723781986 5661923.811401708, 280162.89710025326 5661926.057555593, 280171.8374651013 5661928.694507523, 280181.3579977059 5661931.607441166, 280190.7920924176 5661934.468391009, 280200.23081043694 5661937.273474142, 280212.6776225136 5661941.175421244, 280220.32385934016 5661943.745117285, 280226.8705176244 5661945.871662482), (280226.8705176244 5661945.871662482, 280234.0482710961 5661948.31656591, 280246.1133986128 5661952.813995651, 280261.72472925205 5661958.6860944815, 280277.4505046097 5661965.433199298, 280297.4275757022 5661974.293431775, 280305.70436874893 5661977.994643872, 280321.0377637765 5661984.758594928, 280330.02645134134 5661988.8638583915, 280342.97145716904 5661994.5825121, 280367.5978873287 5662005.5168850375, 280386.6539950997 5662014.015739333, 280407.819373179 5662023.271237391, 280427.8760441019 5662031.7053395845, 280445.3060186665 5662038.7701394595, 280453.2114363079 5662041.830296543, 280464.52351437544 5662045.792282734, 280471.6169450999 5662048.241089558, 280480.16854237654 5662051.151259561, 280505.3809412741 5662058.8872041395, 280512.1877122222 5662060.702313638, 280531.4062501364 5662065.775644875, 280542.4928335919 5662068.399796839, 280549.1112129809 5662069.91113259, 280561.9009979281 5662072.819209253, 280569.66166030394 5662074.460141132, 280578.4487551318 5662076.1464921255, 280585.7217457213 5662077.540912992, 280592.6411963281 5662078.872430908, 280599.92714791506 5662080.076987895, 280609.25356345554 5662081.740436291, 280620.03689926805 5662083.341899705, 280628.16857430246 5662084.633013442, 280638.9013537746 5662086.036198029, 280651.3499256774 5662087.68937403, 280673.0658039565 5662090.607717954, 280682.81311058986 5662091.774491467, 280691.2405590899 5662092.596495955, 280699.9319870996 5662093.685712595, 280710.45053425105 5662094.507888118, 280717.35413555324 5662095.1386034, 280723.32966110227 5662095.396730615), (280723.32966110227 5662095.396730615, 280734.45521947386 5662096.137448666, 280745.1585274883 5662096.684544076, 280755.72307371686 5662097.1039174255, 280765.6253302488 5662097.295324182, 280774.1793369827 5662097.299069304), (280774.1793369827 5662097.299069304, 280783.15275004157 5662097.429776027, 280797.74543486733 5662097.031986815, 280810.34404713707 5662096.440597587, 280819.3695391404 5662096.145942046, 280826.2748800812 5662095.663015242, 280830.5797711798 5662095.413165326), (280830.5797711798 5662095.413165326, 280844.8620310774 5662094.315931851, 280854.92117638857 5662093.576458944, 280867.9169882979 5662092.589663653, 280883.16303390695 5662091.384745431, 280896.7415545439 5662090.239609704, 280910.51234054513 5662088.830185188, 280925.4630204054 5662087.114502058, 280936.47209507704 5662085.610908339, 280948.43156376324 5662083.354178903, 280957.8219065779 5662081.40710934, 280963.08317878 5662080.214628306, 280967.01974788064 5662079.223220276), (280967.01974788064 5662079.223220276, 280980.3182664638 5662076.441913657, 280995.65304537513 5662073.19547328, 281010.43897244876 5662069.582596843, 281029.8924892863 5662064.345950674, 281042.911837205 5662060.607741437, 281087.263541532 5662044.1679684585), (281087.263541532 5662044.1679684585, 281100.8359328299 5662040.56234566, 281112.7548060708 5662037.0158311585, 281129.9924389418 5662031.149754684, 281142.04587355 5662026.639809211, 281153.047630877 5662021.985208976, 281171.76405743207 5662014.586407692, 281179.49762048264 5662011.295675575, 281184.82341447927 5662008.975846178, 281195.84313307767 5662003.58553371), (281195.84313307767 5662003.58553371, 281210.3662387278 5661998.402944877, 281232.3580219725 5661989.473235179, 281244.0921073152 5661984.709803458, 281249.4922455563 5661982.487123482, 281271.8585587646 5661973.28554684, 281275.5933247055 5661971.835189597), (281275.5933247055 5661971.835189597, 281297.8349171927 5661962.338323177, 281320.00484981143 5661952.1429640995, 281349.61840558785 5661936.943300421), (281349.61840558785 5661936.943300421, 281354.48150490853 5661936.781592654, 281362.53527884727 5661934.914248172, 281370.447281615 5661932.35129561, 281378.8257066574 5661929.534698278, 281388.67417692224 5661925.475251689, 281402.60880345816 5661920.307049626, 281413.90423503856 5661916.776561928, 281424.0210778811 5661913.41857719, 281440.85831467086 5661908.851325389, 281454.629803987 5661905.460973417, 281468.2921257301 5661902.309164402, 281481.2888642063 5661900.009744102, 281491.9396425796 5661898.155037358, 281501.0615852026 5661896.487656703, 281504.67326710187 5661895.27656742, 281507.9756141089 5661893.55515113), (281507.9756141089 5661893.55515113, 281526.2264589149 5661892.5366685875), (281526.2264589149 5661892.5366685875, 281544.6767351315 5661891.587759184, 281551.54597530956 5661891.240998148, 281558.52311233984 5661890.956496561, 281576.10581358895 5661890.233789894, 281583.5539188925 5661890.630999405), (281583.5539188925 5661890.630999405, 281594.45838848804 5661890.291528928, 281621.70673081494 5661890.796642623, 281659.21591598354 5661890.677990184, 281660.6738313703 5661890.638518334))"
S,2021/06/14,,50,DARTMOUTH RD SE,2021/06/14,"MULTILINESTRING ((-114.042702 51.0291672, -114.0427538 51.0291401, -114.0427974 51.0291179, -114.0428368 51.0290941, -114.0428631 51.0290775, -114.0429025 51.0290496, -114.0429401 51.0290179, -114.0429836 51.0289784, -114.0430153 51.028949, -114.0430683 51.0289031, -114.0431039 51.0288702, -114.0431494 51.0288289, -114.0431823 51.0287999, -114.0432449 51.0287449, -114.0432885 51.0287053, -114.0433671 51.028636, -114.0434036 51.0286025, -114.0434751 51.0285389, -114.0435169 51.0285019, -114.0435467 51.0284737, -114.0435741 51.0284469, -114.043595 51.0284213, -114.0436177 51.0283935, -114.0436356 51.0283671, -114.0436523 51.0283418, -114.0436654 51.0283223, -114.0436797 51.028299))","MULTILINESTRING ((286649.6015007616 5657474.611085197, 286645.84555501264 5657471.748409886, 286642.6869794051 5657469.406720414, 286639.8154909965 5657466.8749894565, 286637.8954576618 5657465.105740392, 286635.00512662146 5657462.118208343, 286632.22352187836 5657458.703010324, 286628.99245371856 5657454.43777012, 286626.6350304982 5657451.2611746425, 286622.70854554523 5657446.311966022, 286620.06162183604 5657442.757573148, 286616.6820527473 5657438.29802644, 286614.2423267426 5657435.169382072, 286609.6009895847 5657429.236338719, 286606.36241606943 5657424.960284433, 286600.53365691245 5657417.4838590445, 286597.8208522414 5657413.865381974, 286592.51601550536 5657407.002068375, 286589.4155543839 5657403.009853952, 286587.1968018548 5657399.961175147, 286585.1527352014 5657397.0611821795, 286583.56987069815 5657394.275758495, 286581.8507031466 5657391.250974291, 286580.47447731136 5657388.367919968, 286579.187432825 5657385.603676999, 286578.17942481174 5657383.4737963, 286577.06982468616 5657380.924941497))"
S,2021/06/09,,50,MARTINDALE BV NE,2021/06/09,"MULTILINESTRING ((-113.9687455 51.1202776, -113.9687828 51.120254, -113.9688071 51.1202377, -113.9688292 51.1202202, -113.9688478 51.120202, -113.9688609 51.1201849, -113.9688705 51.1201696, -113.9688773 51.1201529, -113.9688807 51.1201376, -113.9688824 51.1201151, -113.968883 51.1200898, -113.9688818 51.1200703, -113.968879 51.1200486, -113.9688739 51.1200254, -113.968866 51.1200001, -113.9688553 51.1199781, -113.9688418 51.1199521, -113.9688292 51.1199309))","MULTILINESTRING ((292243.0254082271 5667392.04543335, 292240.3096708652 5667389.527079514, 292238.53628304385 5667387.783578122, 292236.9114379878 5667385.900453311, 292235.52833871567 5667383.929619875, 292234.5350013126 5667382.065541953, 292233.7946316248 5667380.391691208, 292233.2438888736 5667378.554286634, 292232.93732211617 5667376.86292177, 292232.71738404455 5667374.366298408, 292232.5618432674 5667371.555279159, 292232.5582791438 5667369.383987069, 292232.65678993874 5667366.963591331, 292232.90949576395 5667364.369936676, 292233.3486880848 5667361.534906013, 292233.9986050866 5667359.0588415535, 292234.8264811487 5667356.130169731, 292235.6129310072 5667353.737677895))"
N,,0.81,60,MILLSIDE BV SE,2018/10/31,"MULTILINESTRING ((-114.0736575 50.9135773, -114.0736517 50.913632, -114.0736437 50.9137252, -114.0736346 50.9138156, -114.0736317 50.9139054), (-114.0736317 50.9139054, -114.073628 50.9140215, -114.0736294 50.9141516, -114.0736365 50.9142718, -114.0736437 50.9143758, -114.0736578 50.914492), (-114.0736578 50.914492, -114.0736644 50.9145487, -114.0736751 50.914619, -114.073687 50.9146908, -114.0737014 50.9147594, -114.0737152 50.9148238, -114.0737302 50.9148893, -114.073737 50.9149192, -114.0737514 50.9149714, -114.0737589 50.9150016, -114.0737639 50.9150209), (-114.0737639 50.9150209, -114.0737789 50.9150702, -114.0737951 50.9151291, -114.0738169 50.9151942, -114.0738375 50.9152566, -114.0738631 50.9153402, -114.07388 50.9153904, -114.0738943 50.9154356, -114.0739211 50.9155199, -114.0739367 50.915569, -114.0739592 50.91564, -114.0739779 50.9156953, -114.0740023 50.9157699, -114.0740228 50.9158358, -114.0740384 50.9158821, -114.0740665 50.9159708, -114.0740859 50.9160312, -114.0741121 50.9161125, -114.0741252 50.9161517, -114.0741379 50.9161928), (-114.0741379 50.9161928, -114.0741645 50.9162757, -114.0741857 50.9163409, -114.0742032 50.9163962, -114.0742119 50.9164237, -114.0742232 50.9164579), (-114.0742232 50.9164579, -114.0742356 50.9164955, -114.0742468 50.9165272, -114.0742543 50.9165507), (-114.0742543 50.9165507, -114.0742719 50.9166055, -114.074288 50.9166525, -114.0743019 50.916694, -114.0743143 50.9167298), (-114.0743143 50.9167298, -114.0743319 50.916782, -114.0743481 50.916832, -114.0743637 50.9168773, -114.0743794 50.9169249, -114.0743961 50.9169742, -114.0744284 50.9170703, -114.0744455 50.9171191, -114.0744829 50.9172358, -114.0745115 50.9173183, -114.0745586 50.9174617, -114.0745918 50.9175628, -114.0746232 50.9176534, -114.0746657 50.9177803, -114.07471 50.9179112, -114.0747501 50.9180326, -114.0747848 50.9181365, -114.0748263 50.9182556, -114.0748595 50.9183607, -114.0748969 50.9184693, -114.0749066 50.9185044, -114.074921 50.9185578, -114.0749284 50.9185956, -114.0749349 50.9186446, -114.0749382 50.9186856, -114.0749405 50.9187239, -114.0749415 50.918747), (-114.0749415 50.918747, -114.0749412 50.9188366, -114.0749413 50.9188912, -114.0749418 50.9189539, -114.0749416 50.9190852, -114.0749418 50.9192025, -114.074942 50.9193265, -114.0749427 50.9195168, -114.074941 50.9195748, -114.074941 50.9196122), (-114.074941 50.9196122, -114.0749369 50.9197408, -114.0749394 50.9198935, -114.0749384 50.9199983, -114.0749387 50.9201651, -114.0749379 50.9204213, -114.0749389 50.9205731), (-114.0749389 50.9205731, -114.0749386 50.920779))","MULTILINESTRING ((283943.44763794413 5644714.60362538, 283944.1087082501 5644720.667600882, 283945.1027802139 5644731.005153284, 283946.1611834917 5644741.028209546, 283946.7810769676 5644751.0027252305), (283946.7810769676 5644751.0027252305, 283947.5790531961 5644763.89865245, 283948.083478251 5644778.365889961, 283948.1414481435 5644791.749247011, 283948.1173308303 5644803.331953124, 283947.66482884675 5644816.291137256), (283947.66482884675 5644816.291137256, 283947.46371803194 5644822.613774159, 283947.0374869831 5644830.46032451, 283946.5338759448 5644838.477144134, 283945.839746772 5644846.145544915, 283945.16832592594 5644853.345276939, 283944.41767245694 5644860.670810581, 283944.07833491976 5644864.014694249, 283943.3082239736 5644869.859917755, 283942.9210846054 5644873.239202875, 283942.65913065855 5644875.399418491), (283942.65913065855 5644875.399418491, 283941.83342033613 5644880.924008708, 283940.96786461247 5644887.519340475, 283939.73749202315 5644894.820326903, 283938.5789445231 5644901.8176412145, 283937.1672573474 5644911.1863938775, 283936.212208024 5644916.816603786, 283935.4167101374 5644921.883350581, 283933.923950382 5644931.3334385045, 283933.05517221615 5644936.8375547575, 283931.802977754 5644944.796494172, 283930.7450815652 5644950.998942576, 283929.3760552126 5644959.36365872, 283928.24079272966 5644966.749776609, 283927.3590547999 5644971.9426200595, 283925.7953665032 5644981.885665421, 283924.7119319092 5644988.657130358, 283923.24748621666 5644997.771957234, 283922.50854612887 5645002.168175284, 283921.8065231071 5645006.774443518), (283921.8065231071 5645006.774443518, 283920.32139612216 5645016.068314584, 283919.1337310627 5645023.37866782, 283918.1602060821 5645029.577604655, 283917.67626333283 5645032.66025129, 283917.0406581443 5645036.495350151), (283917.0406581443 5645036.495350151, 283916.3435094293 5645040.71164776, 283915.7033479074 5645044.268530399, 283915.28520020936 5645046.902984135), (283915.28520020936 5645046.902984135, 283914.3023425195 5645053.046630384, 283913.3887495267 5645058.318760975, 283912.60427211446 5645062.973014644, 283911.89879045705 5645066.989208253), (283911.89879045705 5645066.989208253, 283910.9038928979 5645072.843815055, 283909.9971858123 5645078.449747755, 283909.1108624352 5645083.53142662, 283908.2281739488 5645088.869088327, 283907.28309303336 5645094.39866809, 283905.4586532322 5645105.176682044, 283904.48315313814 5645110.65184983, 283902.39581319585 5645123.7348976135, 283900.7683760906 5645132.990169514, 283898.1231664005 5645149.069863592, 283896.2587070708 5645160.406366577, 283894.47208023106 5645170.5703177415, 283892.0736944461 5645184.802243194, 283889.56737675297 5645199.484122205, 283887.3121853148 5645213.097587028, 283885.35535868036 5645224.749765672, 283882.9911537377 5645238.11164599, 283881.14532294683 5645249.892835068, 283879.02058685897 5645262.075425312, 283878.50166354346 5645266.005895535, 283877.7372981895 5645271.984538558, 283877.39251877565 5645276.208426729, 283877.16290502856 5645281.674775147, 283877.1210749401 5645286.242391283, 283877.1370001994 5645290.5069197025, 283877.1738149328 5645293.077863575), (283877.1738149328 5645293.077863575, 283877.61026096734 5645303.037764411, 283877.85634693515 5645309.1079077665, 283878.1118744948 5645316.079695597, 283878.73460683343 5645330.675654641, 283879.2643308545 5645343.716414099, 283879.82511573605 5645357.502008899, 283880.6581210389 5645378.659602154, 283881.04645766295 5645385.10244754, 283881.21983728546 5645389.260184215), (283881.21983728546 5645389.260184215, 283882.10411066865 5645403.544558845, 283882.63632746885 5645420.527456977, 283883.1924329332 5645432.175083447, 283883.9446114849 5645450.719024549, 283885.1885343065 5645479.198290713, 283885.8219913867 5645496.076742317), (283885.8219913867 5645496.076742317, 283886.7976010792 5645518.965651894))"
