YEAR,Section,Section Name,Volume,Shape Length,multilinestring
2022,City Section,GLENMORE10,122000,1659.52006757,"MULTILINESTRING ((-114.053501157384 50.99401406122302, -114.05197278255592 50.99408639541246, -114.05082809332221 50.99415425068171, -114.04911932157647 50.99425310537239, -114.04826079438229 50.9943007918198, -114.04715889949703 50.99433598470749, -114.04703781616487 50.99434087633007, -114.0469313783342 50.994344412574385, -114.04683454148443 50.9943476958557, -114.04670502383955 50.99435149106008, -114.04659399448917 50.99435477981464, -114.04648338200833 50.99435756936327, -114.04634757481341 50.99436111855478, -114.04622026695185 50.99436391447605, -114.0460988022004 50.99436645803651, -114.04589711619211 50.99436953554266, -114.0457151259869 50.99437160353069, -114.04550461763708 50.99437442670233, -114.04532888669418 50.99437499394813, -114.04497025637531 50.994375878691415, -114.04472172942752 50.99437472719941, -114.04455100707979 50.99437529135791, -114.04431590551636 50.994374880036936, -114.04420111545483 50.994373925651814, -114.04396888409538 50.99437027531551, -114.04380483803139 50.99436734243025, -114.04367366155358 50.99436464874708, -114.04352297110778 50.99436096162155, -114.04339356987167 50.99435701647981, -114.04325361013639 50.99435307959904, -114.04315968774891 50.994348872040405, -114.04309289908646 50.9943456522706, -114.04304388163604 50.994342802589856, -114.04282705278656 50.99433337105147, -114.04258509787353 50.994320263347795, -114.04237285565786 50.99430714437081, -114.04222598216568 50.99429603130067, -114.04215283247643 50.99429046425452, -114.04203006569868 50.99428355756076, -114.0418053377688 50.994268676444726, -114.04166469428982 50.994257955092294, -114.04151385307867 50.99424757611038, -114.04130413694374 50.99422939752523, -114.04102962896461 50.99420379866986, -114.04076761104673 50.99417940394159, -114.04058942617812 50.99416181178827, -114.04037050901196 50.994141002506346, -114.04018831988198 50.99412311176403, -114.0400820215263 50.99411329454707, -114.03999643233057 50.99410464691215, -114.03993604598209 50.9940981005113, -114.03966853534057 50.99407255180241, -114.03955846069296 50.994060890681745, -114.03942820874235 50.994048504497655, -114.03934268981828 50.99404012875133, -114.03927191080561 50.99403233682145, -114.03918327639141 50.994020401141114, -114.03908379883823 50.99400866499918, -114.03888869555705 50.993981553901214, -114.03863125673044 50.99394144945328, -114.03842877906406 50.99391228675207, -114.03823497529949 50.993879467401904, -114.0379068491817 50.99382146597514, -114.03759733896172 50.99376310793353, -114.0373022881314 50.99370291682699, -114.0370390542126 50.993644540723345, -114.03682499460591 50.9935952839847, -114.03661671889427 50.99354602504092, -114.03638241102716 50.993491292746086, -114.03595114048414 50.99338072569441, -114.03562425737904 50.99328948392968, -114.0353696919349 50.99321466084755, -114.0350138761682 50.99310515792854, -114.0347477377117 50.993021202407455, -114.03449606148055 50.992937242009816, -114.0342270279445 50.99284414980751, -114.03400717597808 50.9927656547225, -114.03381625091706 50.99269628450467, -114.03361664473007 50.992619609551426, -114.03344018199606 50.99255023545422, -114.03321966359474 50.99245825615096, -114.0329332650669 50.99233227756155, -114.03265554058198 50.99220081565236, -114.03237202932358 50.992062046863246, -114.03211454844896 50.99192509786015, -114.03187731947955 50.99179727731387, -114.03164587644687 50.99166945471615, -114.03145783038843 50.991565371073186, -114.03130449837604 50.991475893471936, -114.03116852279366 50.99139371796138, -114.03108509422583 50.991349168681595))"
2022,City Section,GLENMORE11,82000,1123.89091126,"MULTILINESTRING ((-114.03108509422583 50.991349168681595, -114.03084289771584 50.99120532749205, -114.03044295547802 50.99096114042439, -114.03007852061603 50.99072992413725, -114.0299975448691 50.99067527068818, -114.02970531634008 50.99048061243239, -114.02935396029679 50.99023994943406, -114.02905306155701 50.990025236325984, -114.02890078376548 50.98990895663733, -114.02864854648942 50.98972061105, -114.02821868303467 50.98938083040254, -114.02789347722631 50.98911183242496, -114.02753237336319 50.98880729085411, -114.02726511054263 50.988579582958835, -114.02704250321601 50.98839843767837, -114.02666802827494 50.98808532919439, -114.02641132397763 50.9878680370095, -114.02620454918645 50.987692401785885, -114.02592832735564 50.98746177829879, -114.02575800013514 50.987317624625945, -114.02563308179397 50.9872118400962, -114.02532904120667 50.98695864872833, -114.02520081546419 50.986848908026005, -114.02502645816706 50.98670289234867, -114.02489327148716 50.98659018572505, -114.02464204237864 50.986379852847364, -114.02420730580552 50.9860134861555, -114.02399987651933 50.98584016918222, -114.02391321813813 50.985766432635195, -114.02299358086516 50.98499400831917, -114.02260522649026 50.98466730303966, -114.02213940048583 50.98427179942902, -114.02141534505934 50.98365557926118, -114.02116564575007 50.983435844152865))"
2022,City Section,GLENMORE13,80000,1768.8085012,"MULTILINESTRING ((-114.02116564575007 50.983435844152865, -114.02099223205366 50.98329832208224, -114.02080148960945 50.98315352197573, -114.02061590858784 50.98303549594916, -114.02043914665538 50.98290705336617, -114.02026472176259 50.98278288207432, -114.02010159172957 50.98266938849359, -114.01990273410789 50.98253461016219, -114.01969427077529 50.982397573964775, -114.01933955711279 50.98217460363836, -114.01910759661483 50.98203590715467, -114.01873729562193 50.98182696526594, -114.01841075916329 50.981655530770006, -114.0181078329207 50.98149900403083, -114.01769869365013 50.98130521271041, -114.01730702339438 50.981135178387895, -114.0168821630444 50.980953813168504, -114.01640617273024 50.980769967901615, -114.0160639391362 50.98065320697703, -114.01539128040737 50.98042961971716, -114.01490957164516 50.980301716415305, -114.01441797524369 50.980173743123444, -114.01400583328422 50.98007234838995, -114.0135540553318 50.97997094871532, -114.0130203728451 50.979861471892, -114.01259126788888 50.97977746578425, -114.01203580074818 50.979675582316084, -114.01139347499 50.979567255401726, -114.01086920482454 50.97948625660962, -114.01024488046166 50.97939836008828, -114.00988058583951 50.979351320695905, -114.00954205703266 50.97930930158483, -114.00915666546001 50.979271844819046, -114.00887220340067 50.97925136005816, -114.00859463681992 50.97923833026608, -114.00835061388258 50.97923250457179, -114.00811235363952 50.97923187678898, -114.00787769281912 50.97923614414137, -114.00763762708218 50.97924554187436, -114.00744840030916 50.97925655495282, -114.0072304909667 50.97927314140285, -114.00701703067112 50.979292697420455, -114.00659668930578 50.97933614101411, -114.00629498402519 50.979368038310305, -114.00587163670218 50.97941278747732, -114.00548310337633 50.97945190045099, -114.00519596098746 50.97947562156563, -114.00492736019659 50.97949139597853, -114.00465167814582 50.97950083851593, -114.00437260473738 50.97950442814781, -114.00407131985371 50.97950448758142, -114.00371237681924 50.979496295416915, -114.00312772942313 50.979481611457416, -114.00273349526194 50.97946753247939, -114.00249637130524 50.979459202413054, -114.0021548665 50.97945020229681, -114.00185257924475 50.97944573683716, -114.00153472854689 50.979443413977236, -114.00097042837197 50.979443351705015, -113.99941730373901 50.97944791932016, -113.99827389721504 50.97945048001286, -113.99806626040181 50.979450944231765))"
2022,City Section,GLENMORE14,53000,1173.01926037,"MULTILINESTRING ((-113.99806626040181 50.979450944231765, -113.99760293666807 50.97944004625762, -113.99750119765179 50.979435811711866, -113.99739505832093 50.97943127492101, -113.99730357683907 50.97942734338883, -113.99719238382693 50.979418272723755, -113.99713408172951 50.97941197932313, -113.99703855645575 50.97940049062954, -113.99693696785933 50.979384769285105, -113.9968505413552 50.97936814118774, -113.99676916889825 50.979351514065264, -113.99671033914666 50.97933770853301, -113.9966699052263 50.979326523134645, -113.99665569490578 50.97932155314832, -113.99656030921086 50.97929461234035, -113.9964725824686 50.97926415396368, -113.9963589057981 50.97922705662133, -113.99627550286868 50.97919503669677, -113.9961846869127 50.97915715869444, -113.99610648203011 50.979125000375, -113.99602864054344 50.97909102696779, -113.99593658912028 50.97905080687797, -113.99582662128165 50.97900160523176, -113.99570862365536 50.978950450594795, -113.99556121823731 50.978885339803746, -113.995479669453 50.97885019541189, -113.99541233054374 50.978822860092485, -113.99534746353834 50.97879864880029, -113.99529528570717 50.97877964309823, -113.99523721240217 50.97876050857795, -113.99515628268539 50.97873356361347, -113.99508832527776 50.97871403755095, -113.99501418923126 50.97869255859308, -113.99493017038536 50.97867147021744, -113.99484851808641 50.97865290892836, -113.99477623551164 50.97863884921207, -113.99469962795845 50.97862674184711, -113.99460572124987 50.97861463273536, -113.99450193191765 50.97860135260684, -113.99439319801667 50.97859119521768, -113.99429867413482 50.978584943606165, -113.99418535011506 50.97857907574887, -113.99405746354029 50.9785763355045, -113.9939042461906 50.978573984858926, -113.99375134029765 50.97857478137045, -113.99355840211697 50.97857414609746, -113.99294051745503 50.97857436031018, -113.9914398637091 50.97858036318649, -113.99058661226248 50.97858397169356, -113.98897912319084 50.978592932412305, -113.98799595110584 50.978600976717665, -113.98725146204397 50.978606708874295, -113.98704132232386 50.978618322195906, -113.98689577092902 50.97863567342251, -113.9866486532995 50.97868102792775, -113.98623143667253 50.978797915679856, -113.98612045289869 50.97883487953623, -113.98598052709548 50.978884619766674, -113.98577801910636 50.97896011889177, -113.98561629420388 50.979020517973055, -113.98548791308362 50.97906704157094, -113.98539298853227 50.979099460569, -113.9852973612087 50.97912921391536, -113.98524136799328 50.979145544980256, -113.98514433422204 50.97917307663532, -113.98500019245945 50.97920993182073, -113.98486339252939 50.97924354874226, -113.98475299925609 50.97927107834007, -113.9846123758156 50.97929904795325, -113.98450515677088 50.97931717077203, -113.98438562648215 50.97933581325787, -113.98425836420772 50.97935223409067, -113.98413488731818 50.97936770327547, -113.98396122044961 50.97938411747322, -113.98375486606085 50.97939913254855, -113.9836086239435 50.97940622038258, -113.98347955754188 50.979408840718165, -113.98337620443426 50.979410158350106, -113.9832353922949 50.97940898842779, -113.9827490521782 50.97941051152033, -113.98195215579493 50.97940805197048))"
2022,City Section,GLENMORE15,33000,1614.23707565,"MULTILINESTRING ((-113.98195215579493 50.97940805197048, -113.98183157063447 50.979407963158266, -113.98165022081861 50.979407829632414, -113.98126184392099 50.979407634932926, -113.98087054879754 50.97940823945866, -113.98065498302749 50.979408219243766, -113.9802904861456 50.97940816640732, -113.97990177910684 50.97940741875066, -113.97961976182161 50.97940870398285, -113.97943469030305 50.97941000743878, -113.97932470320912 50.979412660702565, -113.97928643009055 50.97941278877016, -113.97880789526761 50.979445185909306, -113.97836962485053 50.97947517837574, -113.97793313460588 50.979503783301695, -113.97764782984682 50.97952306439624, -113.97743241103112 50.97953900600631, -113.97622044749592 50.979617795223625), (-113.97579670135843 50.97961091997626, -113.96998906033036 50.979616864036295, -113.968623400964 50.97961939635355, -113.96642482404279 50.97962042490578, -113.96493887375435 50.979624370929855, -113.96417087544792 50.979631977944436, -113.96327212543319 50.97963139678317, -113.96237337402128 50.97963080780809, -113.9603979478415 50.979626763884355, -113.9600209229594 50.97962528609217, -113.95998022503275 50.97962470669675, -113.95994896085492 50.979623284578395, -113.95991323201952 50.97962045041474, -113.95986577985491 50.9796147903042, -113.95981665482614 50.97960701339201, -113.95977199802397 50.979598179894374, -113.95972510962615 50.97958617040087, -113.95967400903687 50.97957067497477, -113.9596338227521 50.97955655244985, -113.95959475418401 50.9795410179947, -113.95956126970233 50.97952513395699, -113.95952778340455 50.97951136521708, -113.95949206154265 50.97949900799534, -113.95944657658974 50.97948634351751, -113.95941140869662 50.97947892368045, -113.95937400776985 50.979473266861774, -113.95933437157429 50.97946866735658, -113.95928490148387 50.979466554595135, -113.95923989559056 50.97946634651841, -113.95892643784292 50.97946657564648, -113.9586129800919 50.97946680483246))"
2022,City Section,GLENMORE16,31000,2712.45812978,"MULTILINESTRING ((-113.9586129800919 50.97946680483246, -113.95849431145061 50.979466891285476, -113.95833610795641 50.97946700577693, -113.95806767766695 50.979467201004795, -113.95779924880046 50.979467394717396, -113.95673322740124 50.97946829840038, -113.9566170974286 50.97947037153912, -113.95649426525398 50.97947455917267, -113.9563718142956 50.979482224087455, -113.9562355765272 50.97949487216896, -113.95505488499184 50.979622221573536, -113.95431238204667 50.97962211154782, -113.94679986201102 50.97962995886595, -113.93520148006694 50.979657428370075, -113.93479412362606 50.97964435163805, -113.92833052694618 50.97964454307339, -113.9242767210492 50.97965800384111, -113.92362003359659 50.97965685804619, -113.92140788707474 50.9796516222255, -113.92000854638329 50.979596754997104))"
2022,City Section,GLENMORE2,67000,1580.49526205,"MULTILINESTRING ((-114.16306456473993 51.00968055401446, -114.16252967240492 51.00932990074513, -114.16237237191977 51.00924418957906, -114.16223235796899 51.00917593126218, -114.1620709858694 51.009106541820664, -114.16189409570583 51.00904065450617, -114.16171918053763 51.00898404525512, -114.16160646347866 51.008949394512214, -114.16131305947671 51.008873225756226, -114.16107606749016 51.00882946403826, -114.16081968786666 51.008792690222805, -114.1606371251612 51.00876973688441, -114.16040024638015 51.00875846006574, -114.16021385040513 51.0087494338251, -114.15995369123 51.00874282855226, -114.15754562560888 51.008741529761274, -114.15683087544997 51.00875878168538, -114.15515357645722 51.00875638036511, -114.15303754277133 51.00875452951383, -114.15112771631124 51.00874992589898, -114.1504844570886 51.00874744696289, -114.1492854334201 51.00874578373655, -114.14724193144008 51.00874271399951, -114.14625087290575 51.00874303360323, -114.14596978352668 51.008746997188005, -114.14570549635286 51.008756593726716, -114.14544338275265 51.00877276659281, -114.14517264056273 51.00879570092719, -114.14490012825614 51.00882273617543, -114.14463059791038 51.00885521491238, -114.14371104411215 51.008973001065264, -114.14348972984304 51.00899984508455, -114.14326263899575 51.0090203750428, -114.14301158930412 51.00903513546846, -114.14265450769429 51.009045314200876, -114.14233474803429 51.00904735197466, -114.14208004156251 51.00904069936577, -114.1419538874806 51.00903597752877, -114.14170728002343 51.00902210535208, -114.14138767808724 51.009005207836815, -114.14122180825157 51.00899557988306, -114.14105312654189 51.008983913506064))"
2022,City Section,GLENMORE3,73000,953.770814823,"MULTILINESTRING ((-114.14105312654189 51.008983913506064, -114.14100067842078 51.00898083577337, -114.1409242956939 51.00897653101178, -114.14084109468216 51.00897086976811, -114.14048897503345 51.008944793547464, -114.14009293004784 51.0089098097091, -114.13983157975953 51.00887699626801, -114.13953050389941 51.00883060835045, -114.13923583169868 51.008773034116444, -114.13899065090378 51.00871560344848, -114.13876194448963 51.008652867602656, -114.13848651105917 51.00856986257146, -114.13824003444131 51.0084837732971, -114.13802413359359 51.00839663064288, -114.13781143601868 51.00830440367775, -114.13759385747403 51.00819388873837, -114.13729988382727 51.00803433395432, -114.13709351491414 51.00790449662434, -114.13687903921743 51.00775332754871, -114.13669192792217 51.00760415776099, -114.13646327209617 51.00741005125776, -114.13604861431519 51.00703960501265, -114.13573467322493 51.00675601301077, -114.13549104231532 51.00653678650161, -114.13517398604803 51.006250232647375, -114.1348706689256 51.00597822823229, -114.13420981667427 51.005386327706724, -114.13351485069485 51.004760680505726, -114.13307704650845 51.00436674527925, -114.13229025818788 51.00365999216203, -114.1317998488849 51.003220383205054), (-114.14100721247372 51.00909476004154, -114.1410528736348 51.009098792589675))"
2022,City Section,GLENMORE5,133000,1609.27443019,"MULTILINESTRING ((-114.11523789480212 50.99966655173676, -114.11353992576664 50.99931706954955, -114.11313940342684 50.99923196321379, -114.11278315860704 50.999152269585025, -114.11262657026323 50.99911028270976, -114.11249959212968 50.99906995180751, -114.11189442498436 50.99894252616705, -114.111273233892 50.99881395386599, -114.11075889651204 50.9987105159009, -114.10985748191258 50.99852883607856, -114.10892230704033 50.998344517096065, -114.10783154679127 50.9981153987632, -114.10722247177691 50.99798625254513, -114.10653369819731 50.997838516600076, -114.10592804448326 50.997707789092026, -114.10554585517117 50.99761653420983, -114.1052025093599 50.99752395396891, -114.10473711071292 50.99738812074771, -114.10436136357175 50.99728008482356, -114.10401580663572 50.99716169961572, -114.1035406735591 50.99700085344522, -114.10318533201941 50.99687523585233, -114.10290453580687 50.996761950290555, -114.10256541139141 50.99662162267855, -114.10198322964057 50.996369620204746, -114.10113488149118 50.995997744339824, -114.10088247594237 50.995893081120094, -114.10073380990791 50.99582672524061, -114.10027233517391 50.99562834937668, -114.1001692624143 50.99558188225284, -114.09989755665161 50.99543716315517, -114.09970192370423 50.99534044885467, -114.09950645238087 50.99525298370557, -114.09943928335638 50.995238868453534, -114.09931758632553 50.99520372291261, -114.09919586057494 50.9951550197329, -114.09895095796274 50.99504676891099, -114.0987203822603 50.994947543827145, -114.09850127803435 50.99485915482538, -114.09841687595937 50.99482487407922, -114.09806981204241 50.99470222213098, -114.0976597494837 50.9945703497324, -114.09726364883807 50.994457214324015, -114.0968545977355 50.99436086869372, -114.09638328807783 50.99426709914496, -114.0959843238913 50.99420010467389, -114.09558798608363 50.99414552072528, -114.09517025326399 50.9941028769509, -114.0948108265577 50.99407639661265, -114.09435477876714 50.994056296896794))"
2022,City Section,GLENMORE6,132000,788.014503319,"MULTILINESTRING ((-114.09435477876714 50.994056296896794, -114.09403730592138 50.994052288985905, -114.09374182172388 50.99404892332323, -114.09348285351575 50.99404985180186, -114.09329917323495 50.99404711559247, -114.09304964220392 50.994036547491156, -114.09293669589968 50.994035196322464, -114.09281296562528 50.99403362167465, -114.09247529541251 50.99403270727059, -114.09216498662383 50.994032952470235, -114.09156228790883 50.9940319825914, -114.09119464048203 50.99403184941236, -114.09057512341384 50.99403054955044, -114.0901530122614 50.99403015594284, -114.08930167024002 50.994030828641385, -114.08891362282135 50.994036110349384, -114.08868660458131 50.99404060699524, -114.0884025433938 50.99404442539226, -114.08811848488783 50.99404968416375, -114.08781934084479 50.99405423080367, -114.08753984626509 50.99406020572073, -114.08723639559442 50.99406691884188, -114.087165679749 50.994068260760926, -114.08678415498188 50.99406686727974, -114.08635178109907 50.994068628712405, -114.08577979267788 50.99406976565536, -114.08559840930329 50.99407566385355, -114.0854227310378 50.994081557599024, -114.08522713830955 50.99408602454191, -114.08505933712327 50.99408781533658, -114.08470920097197 50.99408856326335, -114.0844100379425 50.99409159988881, -114.0840472616356 50.99409762658992, -114.0837620599724 50.9941021555077, -114.08341008803555 50.99410240731655, -114.08329080035632 50.99409890368364, -114.08313253021177 50.99409178949562))"
2022,City Section,GLENMORE8,131000,952.266024951,"MULTILINESTRING ((-114.06703266659062 50.99408258487959, -114.06690240745466 50.994079255099855, -114.06660939496943 50.994062799456245, -114.0663838392874 50.9940416318645, -114.0660404749325 50.99402604124304, -114.06587423334655 50.994023998214075, -114.0652732853949 50.9939880031702, -114.06412928628123 50.99392788444553, -114.06386296654085 50.99391755539253, -114.06359264616866 50.993904599288825, -114.062674527927 50.99385850300903, -114.06105242156909 50.99380716166314, -114.06014409176132 50.99379452923407, -114.05977499492555 50.99377786904898, -114.05901225295337 50.99378106880848, -114.05826352611143 50.99379188805229, -114.05783365455125 50.99379657855891, -114.05756538774304 50.99379965790524, -114.05737283479532 50.993806382606216, -114.0571552398082 50.9938195217877, -114.05693559572462 50.99383454852416, -114.05649156899223 50.9938526690731, -114.0560569942323 50.99387376621957, -114.05518240075669 50.99392338471827, -114.05459903320666 50.993954990987405, -114.054126669693 50.99398057553311, -114.05384169824362 50.993992643879096, -114.053501157384 50.99401406122302))"
2022,City Section,JLBV5,33000,1114.30840427,"MULTILINESTRING ((-114.14005039423924 51.10898314754993, -114.13812712076704 51.10816845130795, -114.1335963310432 51.10630391491893, -114.13276589730805 51.10596365972799, -114.13245278826702 51.10582965649827, -114.13221159766927 51.10572316035155, -114.1319808307455 51.10561818917037, -114.13153787954879 51.10542258728971, -114.13112330022979 51.10520412091448, -114.13056069936275 51.10492060305069, -114.12985735824024 51.10453010295394, -114.129413135 51.104279056161836, -114.1292299901432 51.10417656099741, -114.12909596551081 51.104102790777816, -114.12896829591979 51.10403331134463, -114.12887467344314 51.10398343123501, -114.12875694803148 51.10392465087423, -114.12861936425827 51.10385518197468, -114.12852433739079 51.103808872916666, -114.12841938071435 51.10375721955447, -114.12827470828557 51.10368508001692, -114.12818534894329 51.10363965713681, -114.12808922682093 51.103584736842876, -114.12800978296738 51.10353930296589, -114.12791899294011 51.10348852541591, -114.12781401551088 51.10342883838219, -114.12771046462778 51.10337271948453, -114.12757570710768 51.10329967557697, -114.12753315155811 51.10327651612346, -114.12745983191328 51.10323228789461, -114.12737470780249 51.10318061197055, -114.12728674713755 51.10312804639993, -114.12722185228675 51.1030895262655))"
2022,City Section,JLBV6,38000,1020.60171643,"MULTILINESTRING ((-114.12722185228675 51.1030895262655, -114.12699854850118 51.10295886715461, -114.12680074626898 51.102846591661226, -114.1266200689675 51.10274626430806, -114.12649834905959 51.10267818439972, -114.12640515916186 51.102626826634044, -114.12632978188232 51.102584927336714, -114.12629283504285 51.102566592406696, -114.12625909794716 51.1025482306261, -114.12620510988418 51.10251573739245, -114.12610838557781 51.10245923033733, -114.1259284452925 51.10235893887161, -114.1257764632101 51.10227355066186, -114.1256909899632 51.102225522778866, -114.12556053133683 51.10215206828065, -114.12541657818363 51.102071551459204, -114.12527712510392 51.10199386047883, -114.12509493722033 51.10189215516101, -114.12487450938208 51.10176784547556, -114.1246653314832 51.10165060092977, -114.12448764054282 51.10155030483704, -114.12429870314962 51.10144294467524, -114.12412327109773 51.1013468914362, -114.12396581853109 51.10125506468432, -114.12385718086475 51.1011955568536, -114.1237379788789 51.101130580010604, -114.12360302704771 51.10105429723071, -114.12347482093809 51.10098083801202, -114.12331288142218 51.10089043098408, -114.12314419497518 51.100795785024395, -114.1230002502303 51.10071526520363, -114.12283381845305 51.100623446364175, -114.12264938793737 51.10051890962961, -114.12246720644666 51.10041578431921, -114.12230301894995 51.10032254829751, -114.12216358007834 51.100246268540616, -114.12207930295395 51.10019797605399, -114.12200058988181 51.1001556000835, -114.12187689169546 51.10008637931321, -114.1217441978388 51.100012922864316, -114.12162723886463 51.09994511158068, -114.12150129080652 51.09987447957792, -114.12136634859144 51.09979961006303, -114.12119766865966 51.09970496127356, -114.12099300189531 51.09958912041876, -114.12085356226831 51.0995114241211, -114.12066689563547 51.09940830242426, -114.12057624655394 51.09935555385931, -114.12047279535332 51.099299049053236, -114.12036708755186 51.09923830066509, -114.12029512474277 51.09920016240475, -114.12019841537364 51.099145066288806, -114.12009721092413 51.09908855883909, -114.12000949995115 51.09903911410796, -114.11990829230315 51.09898119152572, -114.11979584121435 51.09891761959045, -114.1197261178725 51.098876647841884, -114.11964515607954 51.09883144173835, -114.11953719732576 51.09876786495612, -114.11942473996811 51.09870146092751, -114.11932802538676 51.09864353325104, -114.11922680489467 51.09857994930368, -114.11910309908443 51.098505065704856, -114.11897488756497 51.098424524874936, -114.11886467037512 51.098355288081756, -114.11876937432386 51.098294336176444, -114.11863441357207 51.0982081410407, -114.11846121005962 51.098096508717, -114.11835324018652 51.09802726916154, -114.11820253394004 51.097931182860876, -114.11808331582772 51.09785346279692, -114.11796634244503 51.097775740345824, -114.11792585326265 51.09774889133198, -114.11786960642912 51.09770790487684, -114.11779987005455 51.09765985532895, -114.11775037506864 51.097624522799315, -114.11770538027048 51.09759201656092, -114.11766938505828 51.09756657790526, -114.1176311441394 51.09754114149769, -114.1175456600816 51.097483201038266, -114.11745568260125 51.0974238509569, -114.11734321573157 51.09735178503553, -114.11713598529926 51.09721688818493, -114.11709641755394 51.09719045238166, -114.11705588192648 51.097166292815764, -114.1169945564149 51.09712907229237, -114.11692491447887 51.09708662807348, -114.11685943751802 51.09704941163011, -114.11681370597373 51.097022641182704, -114.11676901733662 51.09699783121875, -114.11672640314622 51.096973019166754, -114.11669418130022 51.096953429606685, -114.11666715727354 51.096937105288404, -114.11662349190127 51.096906407820605, -114.11658710862937 51.09688289749751, -114.11654473341382 51.096853682006916))"
2022,City Section,JLBV7,43000,867.870923589,"MULTILINESTRING ((-114.11654473341382 51.096853682006916, -114.11636682827593 51.096744718475605, -114.11620526951367 51.096638709508845, -114.11608318844625 51.09655299034031, -114.11597790939066 51.09646992430663, -114.11595854908677 51.09645798366892, -114.11594093560016 51.096445216045396, -114.11588811367304 51.096413732694145, -114.11582851343893 51.09637543647999, -114.11575854959581 51.09632897709966, -114.11572603674024 51.09630684887986, -114.11564476182944 51.09625408539134, -114.11555129520922 51.096192810800915, -114.11540364925366 51.09609749634648, -114.11522755944966 51.095984310431476, -114.11503250341201 51.09585750649831, -114.11486861129987 51.09575453647051, -114.1147340716329 51.095671044970544, -114.11466770643425 51.095631051258266, -114.11457696455606 51.09557659096791, -114.11447132249891 51.095512769880585, -114.11436703622016 51.095449800489675, -114.1142681657682 51.09538938237136, -114.11415574658656 51.09531874896412, -114.11402977814525 51.09523704890838, -114.11389432339031 51.09514768618201, -114.1137922611957 51.09508284425951, -114.11374485500139 51.095052206882535, -114.11362159397778 51.09497135507066, -114.11349157434877 51.094891362806926, -114.11334664898138 51.094799452873545, -114.11321121906332 51.09471861332096, -114.11307444184031 51.094639478453956, -114.11294850271643 51.09456885785117, -114.11283746992947 51.09451015380391, -114.11268422237266 51.094429240934495, -114.1126422521969 51.094409677624235, -114.11255560189676 51.09436799690782, -114.11243510584558 51.09431015470488, -114.11232409497852 51.09425997414251, -114.11221173306721 51.09421064699081, -114.11208854289204 51.094157068113915, -114.11196401137727 51.09410775238922, -114.11186384435759 51.09406778943959, -114.11176774289582 51.09403123049797, -114.11165945982233 51.093990422011984, -114.11154306056274 51.09394876894869, -114.11144290654158 51.093913919843075, -114.11134538692316 51.09388220014057, -114.11130072217156 51.09386604779258, -114.11121816804592 51.09383970393746, -114.1111207299595 51.093809113071096, -114.11101517423475 51.09377767671238, -114.11089744252911 51.09374369514787, -114.11077971506829 51.09371141790036, -114.1106552247918 51.093678295613785, -114.1105185586121 51.09364262624667, -114.11039407133718 51.093611208118645, -114.11028041528519 51.09358404074187, -114.11010451957367 51.093543294565585, -114.1099272702494 51.09350169627831, -114.10983387616194 51.09347996793788, -114.10973916572571 51.09345874777518, -114.1095700399318 51.09342140421856, -114.10937520458829 51.09337641269309, -114.10920878830596 51.09333821385908, -114.1090572588558 51.093304262901995, -114.1088719043158 51.0932626714724, -114.10864595885977 51.093210038614714, -114.10844287855892 51.093160260807075, -114.10834816772123 51.09313648375648, -114.10820610021804 51.09310081758826, -114.10805456234382 51.09306260334, -114.10790032293227 51.09302524360822, -114.10777449489453 51.09299467704511, -114.10767031671851 51.09297005595128, -114.10744302611289 51.092919124647906, -114.10723196877194 51.09287073647337, -114.10708449936011 51.09283677923423, -114.10696758982527 51.09281099062862, -114.10691689896491 51.092800958682794, -114.10685197636424 51.092790043452545, -114.10679496805956 51.09277912005872, -114.10672449835617 51.092765216266734, -114.10667382468277 51.092755784709205, -114.1066263161584 51.09274585131704, -114.10657326651864 51.09273492420493, -114.10651387720118 51.092721510010975, -114.106467158737 51.09271057798188, -114.10642677456376 51.092701634974595, -114.10639430952311 51.09269418242523, -114.10636303502685 51.09268796036754))"
