SEGMENT_ID,BUILT_STATUS,FULL_NAME,SPEED_LIMIT,CTP_CLASS,MULTILINESTRING,geometry
848265,Built,SHAGANAPPI TR NW,,Arterial Street,"MULTILINESTRING ((-114.1609489 51.1830048, -114.1609512 51.1830094, -114.1609854 51.1830479, -114.1610286 51.1830792, -114.1611036 51.1831059))","MULTILINESTRING ((279095.0915801757 5674925.994175538, 279094.9528825298 5674926.512477301, 279092.7474826043 5674930.895384617, 279089.8788113217 5674934.504919888, 279084.76626358053 5674937.698678954))"
56191,Built,700 SANDRINGHAM PL NW,40.0,Residential Street,"MULTILINESTRING ((-114.1050937 51.1336829, -114.1053223 51.133652, -114.1055509 51.1336212, -114.10577950000001 51.1335903, -114.1060081 51.1335594))","MULTILINESTRING ((282766.06337268814 5669276.33945082, 282749.9286202468 5669273.579636587, 282733.79431684525 5669270.830989636, 282717.6595232518 5669268.071275634, 282701.5247090686 5669265.31161175))"
60114,Built,37 ST NW,40.0,Residential Street,"MULTILINESTRING ((-114.1411695 51.0648124, -114.1411682 51.0651121))","MULTILINESTRING ((279915.72289072775 5661727.178748259, 279917.23621980695 5661760.4924936965))"
760811,Built,AUBURN MEADOWS ST SE,40.0,Residential Street,"MULTILINESTRING ((-113.9450233 50.8929989, -113.9450237 50.8938423))","MULTILINESTRING ((292892.5219971228 5642057.962695279, 292896.2369205605 5642151.726100177))"
81922,Built,18 ST SE,,Arterial Street,"MULTILINESTRING ((-114.0158627 50.9729132, -114.0158619 50.9727906))","MULTILINESTRING ((288275.11060823064 5651143.336806737, 288274.60891883983 5651129.704892228))"
51040,Built,WOODGLEN RD SW,40.0,Residential Street,"MULTILINESTRING ((-114.12071810000002 50.946309400000004, -114.1207228 50.9464777, -114.1207227 50.9467256))","MULTILINESTRING ((280790.1076935693 5648492.29139313, 280790.56976049393 5648511.015077734, 280791.74358673726 5648538.573527477))"
141250,Built,VARSITY ESTATES DR NW,50.0,Collector,"MULTILINESTRING ((-114.1657095 51.1033694, -114.1661838 51.1035691))","MULTILINESTRING ((278381.16653095454 5666087.215369462, 278348.92558551626 5666110.845075375))"
52793,Built,QUEEN ISABELLA CL SE,40.0,Residential Street,"MULTILINESTRING ((-114.0318246 50.9344742, -114.0317491 50.9340931))","MULTILINESTRING ((286978.9610778556 5646916.018572683, 286982.52258796204 5646873.433370943))"
76338,Built,CENTRE AV E,50.0,Collector,"MULTILINESTRING ((-114.0017729 51.0523647, -114.0015313 51.0523532))","MULTILINESTRING ((289624.1049650265 5659935.758150099, 289640.9818487122 5659933.789276387))"
846680,Built,SETON PR SE,40.0,Residential Street,"MULTILINESTRING ((-113.9560634 50.86594120000001, -113.95609210000002 50.8658444, -113.9560697 50.8657181, -113.9560312 50.8656, -113.9559766 50.86549, -113.9558481 50.8652966, -113.9558128 50.8652151, -113.9557871 50.865099, -113.9557937 50.8649952, -113.9558163 50.864931, -113.9558626 50.8648567))","MULTILINESTRING ((291995.7621390796 5639080.967726963, 291993.3119699337 5639070.287233795, 291994.3254638928 5639056.183192362, 291996.50816638675 5639042.945386076, 291999.85963915207 5639030.562699459, 292008.0389049813 5639008.700104309, 292010.15950511256 5638999.540187429, 292011.45066181803 5638986.560799474, 292010.5241581203 5638975.039829663, 292008.64830552693 5638967.966321971, 292005.0600826696 5638959.836767692))"
188464,Built,LAKE FRASER DR SE,50.0,Residential Street,"MULTILINESTRING ((-114.068604 50.9489773, -114.0687229 50.9490237, -114.06878150000001 50.9490463, -114.0688109 50.94905990000001, -114.0688459 50.9490747, -114.0688828 50.9490941, -114.0689182 50.9491198, -114.0689416 50.94914450000001, -114.06897320000002 50.9491762))","MULTILINESTRING ((284462.4002800142 5648635.22137434, 284454.26519041276 5648640.727285802, 284450.2545667334 5648643.411059314, 284448.25287943985 5648645.00893058, 284445.8634840681 5648646.756580144, 284443.361953291 5648649.021168065, 284440.9949237653 5648651.981742147, 284439.4659747003 5648654.796060112, 284437.3935797315 5648658.412544818))"
114512,Built,PRESTWICK RD SE,40.0,Residential Street,"MULTILINESTRING ((-113.9708964 50.919015800000004, -113.9706862 50.919174, -113.970476 50.9193322, -113.9702659 50.91949040000001, -113.9700557 50.9196486))","MULTILINESTRING ((291189.8396638789 5645023.240707794, 291205.3193921343 5645040.232995919, 291220.7990221832 5645057.225327929, 291236.27152686304 5645074.217986864, 291251.7509605207 5645091.210406618))"
17335,Built,1 ST SE,,Urban Boulevard,"MULTILINESTRING ((-114.0608654 51.0413575, -114.0608825 51.041122, -114.0608996 51.040886400000005, -114.0609167 51.0406509, -114.0609338 51.0404153))","MULTILINESTRING ((285432.6050775503 5658882.602864699, 285430.3179770942 5658856.471834285, 285428.0304058526 5658830.329687945, 285425.74328834395 5658804.198659957, 285423.45570004784 5658778.056516044))"
777131,Built,SAVANNA LN NE,40.0,Residential Street,"MULTILINESTRING ((-113.9686877 51.1331073, -113.96869990000002 51.1331073, -113.9687603 51.1331264, -113.9687936 51.1331682, -113.9688029 51.1332146, -113.9687545 51.1338941))","MULTILINESTRING ((292304.65762378223 5668818.218545755, 292303.8042494714 5668818.25300376, 292299.6650903525 5668820.547037191, 292297.52344872284 5668825.288193935, 292297.08122730826 5668830.4729661755, 292303.5171419119 5668905.879444842))"
85880,Built,CENTRE A ST NE,40.0,Residential Street,"MULTILINESTRING ((-114.061035 51.0871229, -114.0610342 51.0871701, -114.0610355 51.0872126, -114.0610352 51.087265900000006, -114.0610356 51.0873132, -114.0610357 51.0873653, -114.0610362 51.0874315, -114.0610368 51.0875485, -114.0610373 51.0876427, -114.0610378 51.0877198, -114.0610375 51.087813, -114.0610393 51.0879162, -114.0610377 51.087982000000004, -114.0610391 51.08804490000001, -114.0610387 51.0881163, -114.0610401 51.0881913, -114.0610394 51.0882703, -114.0610399 51.0883774, -114.0610413 51.0884776, -114.0610423 51.0885979, -114.0610407 51.0886388, -114.0610419 51.0886626, -114.0610465 51.08869, -114.06105140000001 51.0887048, -114.0610626 51.0887314, -114.0610786 51.08875700000001, -114.0610963 51.0887855, -114.0611256 51.0888295, -114.0611449 51.0888597, -114.0611581 51.0888794, -114.0611686 51.0888958))","MULTILINESTRING ((285632.3538977029 5663970.914872602, 285632.6282519499 5663976.15986136, 285632.7338291365 5663980.888459782, 285633.0013929666 5663986.81305465, 285633.1921899638 5663992.072656784, 285633.42619638133 5663997.865010654, 285633.6974212794 5664005.226055495, 285634.19664007204 5664018.234930759, 285634.59739112016 5664028.708792588, 285634.9190399382 5664037.281612811, 285635.3711792182 5664047.641972111, 285635.7225448374 5664059.120169986, 285636.1389556287 5664066.430628386, 285636.33190422854 5664073.427428112, 285636.69020178256 5664081.363946098, 285636.9391251594 5664089.7059275815, 285637.35358517687 5664098.4864791855, 285637.8140163582 5664110.394461244, 285638.17951584404 5664121.537978415, 285638.6660042986 5664134.914888425, 285638.96723005886 5664139.457163573, 285638.993310448 5664142.106554259, 285638.7979945426 5664145.166069799, 285638.5233872123 5664146.825691626, 285637.86227477 5664149.81549797, 285636.8604672528 5664152.7081167465, 285635.75305187644 5664155.928087507, 285633.9051746151 5664160.905021239, 285632.69360470644 5664164.3186467895, 285631.86054964876 5664166.547193958, 285631.2012678054 5664168.401007105))"
92927,Built,EDMONTON TR NE,,Urban Boulevard,"MULTILINESTRING ((-114.0509935 51.0546773, -114.0514428 51.0549876, -114.0516686 51.0551482, -114.05176860000002 51.0552014, -114.05181680000001 51.0552242, -114.0519138 51.0552587))","MULTILINESTRING ((286185.8695601792 5660334.665090286, 286155.8190259662 5660370.466803322, 286140.7384672808 5660388.976957423, 286133.9771499564 5660395.181818759, 286130.705097919 5660397.856570573, 286124.0677941397 5660401.973817157))"
233078,Built,ROCKY RIDGE LD NW,40.0,Residential Street,"MULTILINESTRING ((-114.2369943 51.1462954, -114.2369695 51.1463316, -114.2369404 51.1463678, -114.2369053 51.1464024, -114.2368583 51.14644450000001, -114.23681400000001 51.1464802, -114.2367632 51.1465158, -114.2367113 51.1465473, -114.2366492 51.1465805, -114.2366087 51.1465988))","MULTILINESTRING ((273602.02186293877 5671076.424634256, 273603.93324521126 5671080.372568601, 273606.1453017226 5671084.307260944, 273608.76907011215 5671088.045606119, 273612.261659889 5671092.581071418, 273615.53411281365 5671096.413373218, 273619.260581563 5671100.214543251, 273623.04388901475 5671103.556536209, 273627.54874466686 5671107.056108905, 273630.47027948755 5671108.965783682))"
241303,Built,200 SILVERADO RANGE PL SW,40.0,Residential Street,"MULTILINESTRING ((-114.07196420000001 50.8856413, -114.0718721 50.8856409, -114.0717899 50.885641, -114.07164590000001 50.8856407, -114.0715253 50.8856406, -114.0713801 50.8856405, -114.071289 50.8856406))","MULTILINESTRING ((283933.10765727283 5641604.021640519, 283939.582402462 5641603.707491602, 283945.36328084115 5641603.477922582, 283955.4881677834 5641603.022947845, 283963.96846096125 5641602.6587360455, 283974.1786598996 5641602.222518333, 283980.585398939 5641601.966932814))"
274881,Built,SKYVIEW RANCH DR NE,50.0,Collector,"MULTILINESTRING ((-113.96092560000001 51.1631948, -113.96106 51.1630874, -113.9613466 51.1628585))","MULTILINESTRING ((292982.3467302007 5672141.302732716, 292972.47064284154 5672129.741041927, 292951.41088761075 5672105.100282217))"
90273,Built,8 ST SW,,Collector,"MULTILINESTRING ((-114.083418 51.0270718, -114.0834097 51.0270539, -114.0833868 51.0270048, -114.0833598 51.0269464, -114.0833287 51.0268794, -114.0832956 51.0268078, -114.083265 51.026741900000005, -114.0832474 51.0267042, -114.0832389 51.0266857))","MULTILINESTRING ((283785.4631407516 5657360.416215593, 283785.96169595164 5657358.4018906085, 283787.33856522356 5657352.876173369, 283788.95958226954 5657346.30453137, 283790.8280083487 5657338.764784418, 283792.8152414616 5657330.707781195, 283794.6537482111 5657323.291791827, 283795.7121392071 5657319.048984013, 283796.2219324547 5657316.967370729))"
150069,Built,PROMENADE PA SE,40.0,Collector,"MULTILINESTRING ((-113.9613029 50.9140058, -113.9612545 50.9139929, -113.9611917 50.9139701, -113.9611251 50.9139398, -113.96107350000001 50.9139109, -113.96103090000001 50.913881100000005, -113.96098830000001 50.9138456, -113.960948 50.9138044, -113.9609234 50.913773400000004, -113.9608913 50.9137256, -113.9608689 50.9136887, -113.96085170000002 50.9136513, -113.96083680000001 50.9136144, -113.9608249 50.913576, -113.96081590000001 50.9135434, -113.96081150000002 50.9135077, -113.9608085 50.9134722, -113.9608078 50.9134352, -113.9608108 50.9133979, -113.9608168 50.91335910000001, -113.9608243 50.9133304, -113.9608333 50.9132972, -113.9608468 50.913265, -113.960861 50.913232900000004, -113.9608767 50.9132065, -113.9608867 50.9131866))","MULTILINESTRING ((291841.6327820695 5644439.154520075, 291844.97675112885 5644437.58382183, 291849.28856374265 5644434.871890442, 291853.8339677793 5644431.315451801, 291857.3314245769 5644427.956984124, 291860.1923469651 5644424.523859853, 291863.0278316658 5644420.457058333, 291865.67623507476 5644415.763069343, 291867.26676758926 5644412.247333036, 291869.3094224201 5644406.842749999, 291870.719010444 5644402.677309151, 291871.76091055945 5644398.470954983, 291872.6433989018 5644394.326676516, 291873.3083522301 5644390.02410524, 291873.7953792419 5644386.374512633, 291873.9452799106 5644382.3932667, 291873.99768060824 5644378.438205275, 291873.8817409724 5644374.322875752, 291873.50442308886 5644370.1846343605, 291872.9095672495 5644365.888099982, 291872.25436711253 5644362.718632546, 291871.4736604913 5644359.05312468, 291870.38115109626 5644355.511485674, 291869.23988994845 5644351.982939155, 291868.0186460441 5644349.092304146, 291867.22701523185 5644346.908202545))"
43544,Built,CAMERON AV SW,40.0,Residential Street,"MULTILINESTRING ((-114.0915782 51.03655140000001, -114.0917642 51.0365489, -114.0919502 51.0365464, -114.0921362 51.0365439, -114.0923222 51.0365414))","MULTILINESTRING ((283257.62633628707 5658438.25956599, 283244.577341445 5658438.52917071, 283231.52834567614 5658438.798808432, 283218.47934898024 5658439.068479162, 283205.43035135744 5658439.338182895))"
49788,Built,300 TEMPLEVALE PL NE,40.0,Residential Street,"MULTILINESTRING ((-113.9411701 51.0890997, -113.9417853 51.0891))","MULTILINESTRING ((294033.82518248784 5663848.315811478, 293990.7528680463 5663850.071374208))"
655103,Built,SPRINGBLUFF BV SW,50.0,Collector,"MULTILINESTRING ((-114.1991392 51.0223704, -114.1991179 51.022345200000004, -114.1990878 51.0223114, -114.1990481 51.0222706, -114.19899060000002 51.0222151, -114.19893230000001 51.0221651, -114.1988327 51.0220933, -114.19877080000002 51.0220534, -114.198701 51.0220129, -114.1986251 51.021973, -114.1985056 51.0219179, -114.1983917 51.021868000000005, -114.198136 51.0217586, -114.1978839 51.0216508, -114.1977453 51.0215899, -114.197589 51.0215234, -114.19736870000001 51.021429, -114.1971404 51.0213316, -114.1969112 51.0212328, -114.1967929 51.0211807, -114.19656660000001 51.02108460000001, -114.19643680000001 51.0210297, -114.1962676 51.0209563, -114.19613340000001 51.0209015, -114.1960019 51.0208528, -114.1958893 51.0208165, -114.195749 51.0207756, -114.1956304 51.0207447, -114.1955008 51.02071490000001, -114.1953379 51.0206853, -114.1952101 51.020666, -114.1950567 51.0206479, -114.1949372 51.02064))","MULTILINESTRING ((275649.91308710165 5657183.918905415, 275651.28476995754 5657181.052579581, 275653.2319093277 5657177.203399847, 275655.81832679687 5657172.5467987275, 275659.58176212234 5657166.201802845, 275663.42786349286 5657160.4657973675, 275670.0643671439 5657152.180521208, 275674.2116817952 5657147.55635562, 275678.9100037536 5657142.841428541, 275684.0389255934 5657138.1746260645, 275692.1514083638 5657131.685271385, 275699.8963860009 5657125.791060599, 275717.29621721053 5657112.85049019, 275734.4514492928 5657100.098813144, 275743.87523294054 5657092.906602998, 275754.51302993094 5657085.037971983, 275769.5034931307 5657073.872902112, 275785.0404558488 5657062.3500163555, 275800.63383279764 5657050.668804099, 275808.67694028595 5657044.516798619, 275824.0801213209 5657033.144642702, 275832.916094062 5657026.646399053, 275844.4253478127 5657017.9716344755, 275853.5703616025 5657011.471151814, 275862.55552238185 5657005.65702917, 275870.2753551807 5657001.278928441, 275879.91520458565 5656996.305166158, 275888.08181340876 5656992.50914091, 275897.0250126517 5656988.8019399755, 275908.30404039833 5656985.015658709, 275917.1717124787 5656982.48123607, 275927.84014380374 5656980.002338415, 275936.18086392945 5656978.760519726))"
46720,Built,COACH SIDE CR SW,40.0,Residential Street,"MULTILINESTRING ((-114.1806288 51.05765040000001, -114.1812832 51.057618, -114.1813055 51.057735, -114.1813726 51.0581341, -114.1814095 51.05825800000001, -114.1814827 51.0583726, -114.1815632 51.0584757, -114.18165820000002 51.0585673, -114.1817714 51.0586406))","MULTILINESTRING ((277117.2081337055 5661049.722802665, 277071.2051854136 5661048.102694336, 277070.2051320879 5661061.177000616, 277067.42218112195 5661105.747754825, 277065.43246483244 5661119.633349275, 277060.85492984427 5661132.595020624, 277055.71072035667 5661144.300365133, 277049.4954136893 5661154.771193357, 277041.9171094741 5661163.2627681))"
29921,Built,LAKE WAPTA RD SE,40.0,Residential Street,"MULTILINESTRING ((-114.0386146 50.9449556, -114.0384838 50.9460946, -114.03847320000001 50.9461183, -114.0384493 50.9461398, -114.0384241 50.9461529, -114.0383891 50.9461592, -114.0383335 50.9461626, -114.036895 50.9461487))","MULTILINESTRING ((286550.00511045713 5648100.87806112, 286564.41093730053 5648227.122662788, 286565.2639864504 5648229.726718969, 286567.0410188092 5648232.047697598, 286568.8708568037 5648233.43108063, 286571.3577919763 5648234.03013476, 286575.2781849939 5648234.247162298, 286676.24103557784 5648228.538706552))"
119593,Built,63 AV SW,50.0,Collector,"MULTILINESTRING ((-114.1299743 50.9968559, -114.130317 50.9967781, -114.1306596 50.9967003, -114.1310023 50.9966225, -114.1313449 50.9965447))","MULTILINESTRING ((280378.75475504174 5654139.0554561475, 280354.34588079853 5654131.428171418, 280329.94394329085 5654123.800701781, 280305.53491196106 5654116.173643562, 280281.13281739096 5654108.546400372))"
148695,Built,BRIDLERIDGE GD SW,40.0,Residential Street,"MULTILINESTRING ((-114.1100883 50.8951055, -114.1094488 50.8950912))","MULTILINESTRING ((281296.5370954239 5642768.468311813, 281341.4311267955 5642764.983088191))"
33014,Built,BERKSHIRE RD NW,50.0,Collector,"MULTILINESTRING ((-114.0832416 51.1328699, -114.0832422 51.1332439))","MULTILINESTRING ((284290.74227283517 5669121.625084446, 284292.4440808837 5669163.205232188))"
85798,Built,200 CALIFORNIA PL NE,40.0,Residential Street,"MULTILINESTRING ((-113.9279691 51.071897, -113.927899 51.0719962, -113.9278725 51.0721284, -113.9278724 51.072233100000005, -113.9278571 51.0723605))","MULTILINESTRING ((294881.9968378439 5661898.941007584, 294887.34558156284 5661909.7741732225, 294889.78646501945 5661924.3976125, 294890.2566030503 5661936.037321247, 294891.89178002666 5661950.158335575))"
183780,Built,ARBOUR MEADOWS CL NW,40.0,Residential Street,"MULTILINESTRING ((-114.2215313 51.1314384, -114.2215365 51.1316781, -114.2215348 51.1316949, -114.2215301 51.1317099, -114.2215254 51.1317234, -114.2215159 51.1317384, -114.2215041 51.1317504, -114.2214911 51.1317632, -114.2214727 51.1317759))","MULTILINESTRING ((274610.88517011097 5669377.277405957, 274611.6892187649 5669403.940553617, 274611.88997599843 5669405.80298165, 274612.2918057031 5669407.456109468, 274612.68632747873 5669408.94248382, 274613.4239035271 5669410.580898108, 274614.3077423779 5669411.87875527, 274615.27941486955 5669413.261869404, 274616.6283144607 5669414.617314253))"
805262,Built,OLD BANFF COACH RD SW,,Arterial Street,"MULTILINESTRING ((-114.18911380000002 51.0655122, -114.18906880000002 51.0654347, -114.18902380000002 51.0653569, -114.1889985 51.0653179, -114.1889881 51.065291))","MULTILINESTRING ((276560.6274499047 5661949.437210115, 276563.4062025541 5661940.685005012, 276566.1835207804 5661931.899451099, 276567.76783732674 5661927.48705753, 276568.36673495464 5661924.465041995))"
721840,Built,200 AUBURN MEADOWS PL SE,40.0,Residential Street,"MULTILINESTRING ((-113.9483235 50.8997433, -113.9476275 50.899847, -113.947129 50.8999211, -113.9469973 50.8999449, -113.9469691 50.8999548, -113.946945 50.8999654, -113.9469263 50.8999768, -113.9469123 50.8999889, -113.9468998 50.9000068, -113.9468971 50.9000229, -113.9468989 50.9000389, -113.9469054 50.9000546, -113.9469313 50.9001024, -113.9471684 50.9005585, -113.9472973 50.9007567))","MULTILINESTRING ((292690.44545261364 5642817.017954114, 292739.8361185986 5642826.591019749, 292775.2105726458 5642833.428573144, 292784.5749804858 5642835.704559211, 292786.6014503575 5642836.725957679, 292788.34279265394 5642837.83669233, 292789.708059842 5642839.0515311835, 292790.74601894716 5642840.357390787, 292791.70428506105 5642842.312260035, 292791.9656034468 5642844.094543614, 292791.9101218335 5642845.878348372, 292791.5228920303 5642847.642001664, 292789.9143859345 5642853.028756793, 292775.2718449471 5642904.400166662, 292767.0905035306 5642926.796483662))"
100914,Built,49 ST NE,40.0,Collector,"MULTILINESTRING ((-113.9625391 51.0881087, -113.96256880000001 51.088233, -113.9625633 51.0883565, -113.9625578 51.0884801, -113.96255230000001 51.0886036))","MULTILINESTRING ((292533.2263738393 5663798.174559476, 292531.7033552882 5663812.077247776, 292532.64134904393 5663825.791749278, 292533.5797894076 5663839.517368467, 292534.51778099174 5663853.23187051))"
96598,Built,100 HARVEST CREEK CO NE,40.0,Residential Street,"MULTILINESTRING ((-114.0465141 51.1441619, -114.0466203 51.144087, -114.04674740000002 51.1439963, -114.046859 51.1439218, -114.0469304 51.1438824, -114.0469851 51.14386480000001, -114.0470297 51.1438556, -114.0470789 51.14385, -114.0471913 51.1438459, -114.0472995 51.14384510000001, -114.0473487 51.1438388, -114.04739 51.1438318, -114.0474257 51.143817, -114.0474569 51.1437959, -114.0474803 51.1437734, -114.0474915 51.1437495, -114.0474969 51.14364940000001, -114.0474957 51.1435728, -114.0474968 51.1434747, -114.0474967 51.1434339, -114.04748880000001 51.143384, -114.0474821 51.1433513, -114.0474676 51.14330000000001, -114.04744740000001 51.1432487, -114.0474206 51.1431995, -114.0473999 51.143164))","MULTILINESTRING ((286911.77354847186 5670269.89154962, 286904.0017632438 5670261.872489421, 286894.6955879255 5670252.157484469, 286886.5479651389 5670244.198570756, 286881.373308111 5670240.025316227, 286877.46695809445 5670238.227230858, 286874.3056225549 5670237.33372442, 286870.8391918731 5670236.853777832, 286862.96000983595 5670236.723806126, 286855.38974739425 5670236.948541603, 286851.92008762836 5670236.390786534, 286848.99965876807 5670235.732309239, 286846.4348949453 5670234.190447918, 286844.15578422043 5670231.93515081, 286842.41568445094 5670229.501598185, 286841.5222949885 5670226.8770327745, 286840.68329631345 5670215.764261873, 286840.4141597278 5670207.244923699, 286839.8850855997 5670196.342032417, 286839.70402918354 5670191.805880314, 286840.02650068956 5670186.235438826, 286840.34433028335 5670182.580653694, 286841.1219040812 5670176.835434989, 286842.29809431615 5670171.073690883, 286843.94552019617 5670165.526275901, 286845.22950423404 5670161.519617912))"
214998,Built,TUSCANY RAVINE TC NW,40.0,Residential Street,"MULTILINESTRING ((-114.235986 51.1137288, -114.2360062 51.1137334, -114.2360314 51.1137416, -114.2360717 51.1137559, -114.2361282 51.1137759, -114.2361668 51.1137888, -114.23623330000001 51.1138123, -114.2363049 51.1138365, -114.2364275 51.1138765, -114.2365109 51.1139023, -114.2365616 51.1139173, -114.2367042 51.1139577, -114.2368174 51.1139877, -114.2369316 51.1140171, -114.2371105 51.1140627, -114.2373071 51.114113, -114.2374061 51.1141382, -114.2374696 51.1141551, -114.2374915 51.1141621, -114.2375392 51.1141769, -114.2375878 51.1141942, -114.2376315 51.1142114, -114.2376645 51.1142251, -114.2377077 51.1142448, -114.23776440000002 51.11427340000001, -114.237802 51.1142943, -114.2378452 51.114321000000004, -114.237875 51.11434030000001, -114.2379091 51.1143646, -114.237948 51.1143934, -114.2379953 51.1144291, -114.2380218 51.11444900000001, -114.2380458 51.1144671))","MULTILINESTRING ((273513.1592395414 5667452.935286808, 273511.76826429623 5667453.508868391, 273510.0450310861 5667454.498054568, 273507.295032036 5667456.211870841, 273503.4393405705 5667458.609239186, 273500.8014520896 5667460.162187825, 273496.26314971957 5667462.979448339, 273491.3714092063 5667465.890238053, 273482.98830727156 5667470.714569981, 273477.2787168701 5667473.839586535, 273473.8044341769 5667475.66327162, 273464.02384213376 5667480.5937046, 273456.24960488174 5667484.277443367, 273448.4024679664 5667487.897573587, 273436.10732273245 5667493.517957089, 273422.59667244926 5667499.715391991, 273415.79262198927 5667502.82183813, 273411.4320161956 5667504.896221838, 273409.93385721627 5667505.741873429, 273406.6685595473 5667507.534128595, 273403.35252517264 5667509.607079829, 273400.37887424487 5667511.653819071, 273398.1368095712 5667513.278502642, 273395.21038730117 5667515.601625417, 273391.3828932752 5667518.955744978, 273388.8542027053 5667521.395018813, 273385.96205653675 5667524.496325856, 273383.97133079014 5667526.733698755, 273381.7041987203 5667529.54016423, 273379.1232272314 5667532.861679193, 273375.98826358316 5667536.97614145, 273374.2313961526 5667539.270050703, 273372.6406510632 5667541.3561538))"
89150,Built,5 AV NW,40.0,Residential Street,"MULTILINESTRING ((-114.0838367 51.0583162, -114.0840999 51.0581567, -114.0841552 51.05812600000001, -114.0841981 51.0581043, -114.0842276 51.0580917, -114.0842629 51.0580796, -114.0842934 51.0580748, -114.0843191 51.0580735, -114.0843343 51.0580727))","MULTILINESTRING ((283901.62737645174 5660835.1141949855, 283882.44441380585 5660818.155128719, 283878.42703584605 5660814.904538962, 283875.32033582195 5660812.618084311, 283873.194843203 5660811.303944163, 283870.6653271092 5660810.06242026, 283868.5061127186 5660809.6183528835, 283866.69949629356 5660809.549291362, 283865.6308465615 5660809.504985355))"
32975,Built,BERKLEY CO NW,40.0,Residential Street,"MULTILINESTRING ((-114.08184580000001 51.1286673, -114.0819482 51.128532, -114.0820506 51.1283967, -114.082153 51.1282614, -114.0822554 51.128126))","MULTILINESTRING ((284368.78988993494 5668650.319240556, 284360.99608051224 5668635.577926082, 284353.2022304907 5668620.836622462, 284345.4083398713 5668606.095329694, 284337.61394258693 5668591.342930573))"
127464,Built,ACADIA DR SE,50.0,Collector,"MULTILINESTRING ((-114.0447491 50.9419502, -114.0449677 50.94175760000001, -114.0452203 50.9415312))","MULTILINESTRING ((286105.3653019646 5647784.544446137, 286089.1271291836 5647763.767215757, 286070.34554126475 5647739.3311243085))"
28607,Built,19 AV SE,40.0,Collector,"MULTILINESTRING ((-113.9671762 51.0362905, -113.9669976 51.0362904, -113.966819 51.0362904, -113.9666405 51.0362903, -113.9664619 51.0362903))","MULTILINESTRING ((291976.2888347936 5658050.4382869, 291988.8073921269 5658049.922633339, 292001.32639794465 5658049.418127518, 292013.8379466848 5658048.902817221, 292026.35695337545 5658048.3983721975))"
32156,Built,FORITANA RD SE,40.0,Residential Street,"MULTILINESTRING ((-113.96254390000001 51.047978, -113.9626988 51.0478219, -113.9627712 51.0475878, -113.96276410000002 51.0468878))","MULTILINESTRING ((292353.28055361356 5659336.70254749, 292341.7270525103 5659319.785237194, 292335.60589734546 5659293.963708847, 292332.97121321125 5659216.122175759))"
758098,Built,128 AV NW,,Arterial Street,"MULTILINESTRING ((-114.1412645 51.1681108, -114.1418296 51.168138))","MULTILINESTRING ((280399.6576868647 5673211.211459543, 280360.2902818233 5673215.924009683))"
187196,Built,MADIGAN CO NE,40.0,Residential Street,"MULTILINESTRING ((-113.9391252 51.060303, -113.9391251 51.0603969))","MULTILINESTRING ((294049.1251553188 5660641.136129251, 294049.549050108 5660651.575112706))"
30593,Built,GROVE HILL RD SW,40.0,Residential Street,"MULTILINESTRING ((-114.1484808 51.0341938, -114.1487862 51.0341972, -114.1490916 51.0342005, -114.149397 51.0342038, -114.1497024 51.0342071))","MULTILINESTRING ((279257.9577729679 5658345.210307584, 279236.56665228424 5658346.503897273, 279215.1750605034 5658347.786458911, 279193.78347308765 5658349.069109439, 279172.39189003507 5658350.351848854))"
94613,Built,FALWORTH WY NE,40.0,Residential Street,"MULTILINESTRING ((-113.9492609 51.1024895, -113.9492963 51.1026004, -113.9493218 51.1026926, -113.9493564 51.10277330000001, -113.9494021 51.1028539, -113.9494696 51.1029565, -113.9495371 51.1030522, -113.9496073 51.103135))","MULTILINESTRING ((293527.0248694871 5665359.599245005, 293525.0414016297 5665372.027865942, 293523.66753561364 5665382.349736652, 293521.605458396 5665391.418640055, 293518.7660023686 5665400.507581324, 293514.4987519324 5665412.103553737, 293510.20076185116 5665422.932425292, 293505.6562955445 5665432.334726698))"
844436,Built,SUNCASTLE DR SE,50.0,Collector,"MULTILINESTRING ((-114.0324848 50.90228840000001, -114.03204110000001 50.902339))","MULTILINESTRING ((286785.4410735991 5643339.820432951, 286816.8629863613 5643344.163375126))"
55159,Built,QUEENSLAND DR SE,50.0,Collector,"MULTILINESTRING ((-114.0179072 50.9330094, -114.01776480000001 50.9327092))","MULTILINESTRING ((287949.96868422045 5646713.062799148, 287958.6063462223 5646679.279842305))"
219821,Built,TUSCANY DR NW,50.0,Collector,"MULTILINESTRING ((-114.25479 51.122344, -114.2547895 51.1223273, -114.2547882 51.1223157, -114.2547842 51.122283, -114.2547792 51.1222524, -114.2547722 51.1222167, -114.2547647 51.1221792))","MULTILINESTRING ((272239.7626926695 5668468.746294383, 272239.71548338805 5668466.888238535, 272239.7493428221 5668465.594662181, 272239.8682527741 5668461.947076409, 272240.06745950785 5668458.529846413, 272240.3814893937 5668454.539464672, 272240.72164204606 5668450.347431792))"
