SEGMENT_ID,BUILT_STATUS,FULL_NAME,SPEED_LIMIT,CTP_CLASS,MULTILINESTRING,geometry
721848,Built,AUBURN MEADOWS LI SE,40.0,Residential Street,"MULTILINESTRING ((-113.9466961 50.89750430000001, -113.946338 50.897597, -113.9460652 50.8976593))","MULTILINESTRING ((292794.91129182454 5642563.53269214, 292820.4991663283 5642572.83269876, 292839.9549677984 5642578.992705717))"
92180,Built,POINT DR NW,40.0,Residential Street,"MULTILINESTRING ((-114.1463652 51.0622047, -114.1463496 51.06221930000001, -114.1463166 51.0622503, -114.1462951 51.062269, -114.1462792 51.0622819, -114.1462554 51.0622994))","MULTILINESTRING ((279539.3704703024 5661452.830695262, 279540.53270381084 5661454.40704782, 279542.9918209273 5661457.754467861, 279544.586855969 5661459.768945512, 279545.76202212006 5661461.155411958, 279547.51247422374 5661463.029597733))"
110586,Built,68 ST SE,,Arterial Street,"MULTILINESTRING ((-113.9350354 51.0427103, -113.93503930000001 51.0432518, -113.9350395 51.0437909, -113.9350398 51.04433, -113.9350382 51.045224))","MULTILINESTRING ((294257.66581318865 5658673.846928598, 294259.79264199955 5658734.05860264, 294262.16816962446 5658793.993124167, 294264.53670756816 5658853.927929222, 294268.61153852305 5658953.313128639))"
121338,Built,CANYON MEADOWS DR SE,,Parkway,"MULTILINESTRING ((-114.0322093 50.9311042, -114.03180760000001 50.9311625))","MULTILINESTRING ((286936.52837559744 5646542.485324304, 286965.01563061797 5646547.80601899))"
112758,Built,BRIDLECREEK PA SW,40.0,Residential Street,"MULTILINESTRING ((-114.0962821 50.8963083, -114.09628 50.89626820000001, -114.0962812 50.8962459, -114.0962855 50.8962319, -114.096296 50.8962158, -114.0963071 50.8962009, -114.0963231 50.8961853, -114.09633790000001 50.8961735, -114.0963577 50.8961598, -114.0963826 50.8961469, -114.0967413 50.8960064, -114.0969089 50.8959494))","MULTILINESTRING ((282272.8175575597 5642861.346310036, 282272.77807215974 5642856.882249553, 282272.58964372915 5642854.406729956, 282272.2220013782 5642852.863058811, 282271.4086678133 5642851.104230796, 282270.5587505171 5642849.480575992, 282269.36107111257 5642847.7935641445, 282268.26549005473 5642846.52545197, 282266.80951622745 5642845.060875751, 282264.99871852034 5642843.700286259, 282239.12451880134 5642829.139770875, 282227.0752955524 5642823.297861238))"
153780,Built,MARQUIS MEADOWS PL SE,,Residential Street,"MULTILINESTRING ((-113.9036371 50.9233595, -113.9036372 50.9234733, -113.9036372 50.9235684))","MULTILINESTRING ((295935.3504316407 5645317.8877938185, 295935.8415623752 5645330.539563567, 295936.2578614908 5645341.112120748))"
631082,Built,52 ST SE,,Industrial Arterial,"MULTILINESTRING ((-113.9583697 50.9718961, -113.9583703 50.9722522))","MULTILINESTRING ((292306.0465973203 5650866.67361714, 292307.5938268611 5650906.263876802))"
148647,Built,ARBOUR CREST HT NW,40.0,Residential Street,"MULTILINESTRING ((-114.2018415 51.1381884, -114.2014967 51.1383973, -114.20141540000002 51.1384462, -114.2013645 51.1384789, -114.2013114 51.1385176, -114.2012614 51.13856, -114.2012154 51.1386054, -114.2011841 51.1386395, -114.2011559 51.1386767, -114.2011422 51.1387002, -114.2011383 51.1387211, -114.2011383 51.1387369, -114.2011425 51.1387573, -114.2011531 51.1387776, -114.2011734 51.138801, -114.2012238 51.1388489, -114.2012871 51.1389021, -114.2013325 51.1389382, -114.2013874 51.1389755, -114.2019223 51.1393333, -114.201958 51.1393546, -114.2019897 51.1393663, -114.2020205 51.1393744, -114.2020545 51.1393784, -114.2020916 51.1393784, -114.2023721 51.1393656, -114.2024527 51.1393583, -114.2025449 51.139347, -114.20262660000002 51.1393326, -114.2027034 51.1393151, -114.2027742 51.139296300000005, -114.202855 51.1392707, -114.2029205 51.1392456, -114.2029827 51.13922, -114.2030497 51.1391863, -114.2031079 51.1391536, -114.2031528 51.139124900000006, -114.2034191 51.138949))","MULTILINESTRING ((276020.8290161635 5670067.500075876, 276045.9550356491 5670089.673041303, 276051.8777150064 5670094.861587697, 276055.5958523848 5670098.341790898, 276059.49689687294 5670102.482312958, 276063.1990438675 5670107.043607371, 276066.63596066355 5670111.950596254, 276068.9900876384 5670115.646144336, 276071.14241517923 5670119.695760927, 276072.2143260076 5670122.266518679, 276072.58826605196 5670124.57808407, 276072.66476059076 5670126.334563136, 276072.4697907265 5670128.615214338, 276071.82674103085 5670130.90424146, 276070.52031326573 5670133.567438355, 276067.22740761755 5670139.045968858, 276063.0579870042 5670145.152992231, 276060.05764829705 5670149.304497557, 276056.39872744365 5670153.618345031, 276020.72235689824 5670195.024240865, 276018.32879077434 5670197.500912301, 276016.1684803188 5670198.898171055, 276014.0536792582 5670199.892478456, 276011.69522823655 5670200.440740739, 276009.10060456465 5670200.553770512, 275989.42157704843 5670199.985421037, 275983.7493812109 5670199.4194674315, 275977.24655188946 5670198.444187902, 275971.4630320539 5670197.092295805, 275966.00717941974 5670195.380853151, 275960.9646420551 5670193.50661201, 275955.1898002239 5670190.906896588, 275950.4873972513 5670188.316146385, 275946.01335665176 5670185.659758855, 275941.16437824967 5670182.11753023, 275936.9356768084 5670178.659656467, 275933.6565008305 5670175.605930159, 275914.1802420515 5670156.862838384))"
304587,Built,EVANSRIDGE CR NW,40.0,Residential Street,"MULTILINESTRING ((-114.1184953 51.177032100000005, -114.1184945 51.1767729, -114.1184941 51.1766337))","MULTILINESTRING ((282033.17136696505 5674135.221114671, 282032.0041537272 5674106.402969234, 282031.3752485606 5674090.92664605))"
253605,Built,CRANARCH CI SE,40.0,Residential Street,"MULTILINESTRING ((-113.9786889 50.8771227, -113.97875710000001 50.8772351, -113.9787857 50.8772853, -113.97881420000002 50.877343, -113.9788398 50.877404500000004, -113.9788573 50.8774555, -113.9788729 50.8775121, -113.9788826 50.8775573, -113.9788897 50.8776017, -113.9789007 50.8776741))","MULTILINESTRING ((290454.1789380892 5640388.026077097, 290449.88650109794 5640400.715326827, 290448.1002074184 5640406.377311285, 290446.3546117338 5640412.872794041, 290444.8300473491 5640419.782492369, 290443.8280760889 5640425.501897357, 290442.9848772699 5640431.838464434, 290442.5054919305 5640436.8909307625, 290442.20538780314 5640441.84707776, 290441.7566477857 5640449.927083237))"
877420,Built,FALCONRIDGE BV NE,,Arterial Street,"MULTILINESTRING ((-113.9584649 51.09824400000001, -113.9584652 51.0981603, -113.9584649 51.0980802, -113.9584661 51.0979882, -113.9584667 51.0978894, -113.9584668 51.0977687, -113.9584673 51.0976547, -113.9584686 51.0975428, -113.9584681 51.0974157))","MULTILINESTRING ((292863.8047509447 5664913.480232334, 292863.40949704347 5664904.1757806875, 292863.07234152785 5664895.269867675, 292862.57697438204 5664885.045202716, 292862.09320355084 5664874.062862812, 292861.54651191237 5664860.644396366, 292861.00177809934 5664847.971924647, 292860.41043258435 5664835.535171662, 292859.8771284651 5664821.40350053))"
36564,Built,4 ST NE,40.0,Residential Street,"MULTILINESTRING ((-114.0532686 51.0610612, -114.0532586 51.0615045))","MULTILINESTRING ((286055.9055573632 5661050.985277681, 286058.6507992133 5661100.23868787))"
148477,Built,ROYAL OAK WY NW,50.0,Collector,"MULTILINESTRING ((-114.2269417 51.1485151, -114.2272139 51.1484181, -114.2274861 51.1483211, -114.2277583 51.1482241, -114.2280304 51.1481271))","MULTILINESTRING ((274315.78485198435 5671292.275410978, 274296.27863888117 5671282.32772833, 274276.7723475244 5671272.3801176315, 274257.26597791445 5671262.432578884, 274237.76652228396 5671252.484804972))"
32562,Built,2 ST SE,40.0,Residential Street,"MULTILINESTRING ((-114.06414490000002 50.95870060000001, -114.0641623 50.9582734))","MULTILINESTRING ((284820.4832025827 5649703.134670832, 284817.2869608982 5649655.693557836))"
51911,Built,MCKENZIE DR SE,50.0,Collector,"MULTILINESTRING ((-113.9816907 50.9045435, -113.9817432 50.904711, -113.9817958 50.9048785, -113.9818483 50.905046, -113.9819009 50.90521350000001))","MULTILINESTRING ((290366.2533392979 5643444.951078484, 290363.3156764619 5643463.721439058, 290360.3710126556 5643482.492086465, 290357.4334066096 5643501.262452358, 290354.48879964347 5643520.033105095))"
778727,Built,34 AV SW,40.0,Collector,"MULTILINESTRING ((-114.0920611 51.0232848, -114.092103 51.02329300000001, -114.0921194 51.023296200000004, -114.0921425 51.0233034, -114.0921629 51.0233117, -114.0922002 51.0233281))","MULTILINESTRING ((283161.8365045885 5656964.825778785, 283158.9370449238 5656965.8607469965, 283157.8021286042 5656966.264781112, 283156.21612902853 5656967.133225203, 283154.82457105065 5656968.116007222, 283152.2859188179 5656970.049032543))"
839684,Built,MT ALBERTA MR SE,40.0,Residential Street,"MULTILINESTRING ((-113.9877956 50.9144064, -113.9878202 50.914416, -113.9878373 50.914429, -113.9878497 50.91444190000001, -113.9878573 50.9144563, -113.9878583 50.9144714, -113.9878582 50.9145318, -113.9878592 50.9146226, -113.9878577 50.9146757, -113.9878582 50.9146905, -113.9878526 50.9147094, -113.9878376 50.9147272, -113.9878094 50.91474430000001, -113.9877296 50.9147822, -113.9876453 50.9148232))","MULTILINESTRING ((289981.53429333295 5644558.786451905, 289979.84866651206 5644559.923738064, 289978.7054467689 5644561.4176521525, 289977.892088652 5644562.887067064, 289977.42282622727 5644564.509571815, 289977.4205581432 5644566.191104192, 289977.6996297911 5644572.90555977, 289978.0383179322 5644583.002751873, 289978.3829007924 5644588.90167159, 289978.41442136443 5644590.548428997, 289978.89310806955 5644592.633619785, 289980.0274586803 5644594.569757773, 289982.0863326128 5644596.390492268, 289987.8652574371 5644600.376672775, 289993.9743878698 5644604.694678285))"
124016,Built,68 ST SE,,Arterial Street,"MULTILINESTRING ((-113.93523780000001 51.038237, -113.9352377 51.0381881, -113.9352376 51.0381035, -113.935238 51.0380382, -113.9352383 51.0379733, -113.9352381 51.0379198, -113.9352384 51.0378806, -113.9352383 51.0378661))","MULTILINESTRING ((294223.6521714993 5658177.097572319, 294223.4424347115 5658171.66088276, 294223.0744603805 5658162.255280382, 294222.7569857894 5658154.996734125, 294222.4482936667 5658147.782378083, 294222.225177892 5658141.834008727, 294222.03039923107 5658137.476825262, 294221.9731385488 5658135.86452243))"
130961,Built,4 ST NE,50.0,Collector,"MULTILINESTRING ((-114.0537226 51.0990302, -114.0536723 51.0995463, -114.0536518 51.0997722))","MULTILINESTRING ((286199.3013847377 5665273.397874474, 286205.20440949016 5665330.627745223, 286207.6820195011 5665355.682005303))"
879939,Built,JOHN LAURIE BV NW,,Arterial Street,"MULTILINESTRING ((-114.1485515 51.1124861, -114.14853490000002 51.1124791, -114.1485221 51.1124737))","MULTILINESTRING ((279625.4669250939 5667049.168823529, 279626.5952307076 5667048.3408931475, 279627.4652382729 5667047.702221292))"
872872,Built,BELMONT ST SW,40.0,Primary Collector,"MULTILINESTRING ((-114.0609749 50.8705271, -114.0610191 50.8705673, -114.0610835 50.870623, -114.0611056 50.8706708, -114.061117 50.8707663, -114.0611218 50.8708917, -114.0610941 50.8712248, -114.061052 50.8714002, -114.0609858 50.8715301))","MULTILINESTRING ((284636.1843024796 5639891.667723926, 284633.26046912046 5639896.265696941, 284628.9871696023 5639902.645737792, 284627.65300303494 5639908.024109107, 284627.2915000445 5639918.674020638, 284627.5321610662 5639932.628627408, 284631.016844063 5639969.578209153, 284634.78718089353 5639988.954411499, 284640.0429301959 5640003.202099565))"
33765,Built,MACEWAN PARK RD NW,40.0,Residential Street,"MULTILINESTRING ((-114.1112854 51.13678310000001, -114.1106464 51.1368581))","MULTILINESTRING ((282347.5660189112 5669639.304272134, 282392.611255071 5669645.750778445))"
780741,Built,STONEHILL DR NE,,Industrial Arterial,"MULTILINESTRING ((-114.0066445 51.154786, -114.006652 51.1544365))","MULTILINESTRING ((289748.2159998049 5671336.218359143, 289746.1021341429 5671297.384447846))"
717314,Built,128 AV NW,,Arterial Street,"MULTILINESTRING ((-114.164449 51.1674486, -114.1644536 51.1674478, -114.1646314 51.1674081))","MULTILINESTRING ((278776.049792209 5673207.12625143, 278775.72444968834 5673207.051161427, 278763.10721465864 5673203.172898996))"
17313,Built,4 AV SE,,Arterial Street,"MULTILINESTRING ((-114.0603002 51.0492598, -114.0609083 51.049277, -114.06151640000002 51.0492943, -114.0621245 51.04931150000001, -114.0627326 51.0493287))","MULTILINESTRING ((285508.74226698256 5659759.4661618695, 285466.20957911306 5659763.150206517, 285423.6773903847 5659766.845720377, 285381.1447760763 5659770.5304691475, 285338.6121985002 5659774.215569977))"
107884,Built,MT ALLAN CI SE,40.0,Residential Street,"MULTILINESTRING ((-113.9801389 50.9220772, -113.9801381 50.9220946, -113.98013670000002 50.922118, -113.9801348 50.9221405, -113.9801336 50.9221554, -113.9801315 50.92217620000001))","MULTILINESTRING ((290554.10241003823 5645389.787521526, 290554.2368000549 5645391.719633163, 290554.4403077903 5645394.317069719, 290554.6749056267 5645396.813032075, 290554.82617034495 5645398.466079161, 290555.06718363566 5645400.772482095))"
41924,Built,THORNCLIFFE DR NW,40.0,Collector,"MULTILINESTRING ((-114.0652635 51.1076571, -114.0652635 51.1080725))","MULTILINESTRING ((285431.4204968269 5666266.072249609, 285433.34530407895 5666312.253187115))"
47454,Built,31 AV NE,40.0,Residential Street,"MULTILINESTRING ((-113.96868380000001 51.0804505, -113.9676928 51.0804513, -113.96677460000001 51.0804487))","MULTILINESTRING ((292068.63952497067 5662964.125121594, 292138.0412695473 5662961.414419209, 292202.3297135986 5662958.5322255455))"
89489,Built,HARVARD ST NW,40.0,Residential Street,"MULTILINESTRING ((-114.0818489 51.0892216, -114.081754 51.0893004, -114.0816927 51.0893507, -114.0815503 51.089469, -114.0814747 51.0895317, -114.0814004 51.089595, -114.0813584 51.0896288))","MULTILINESTRING ((284184.80342649797 5664265.076413072, 284191.8147158985 5664273.558378966, 284196.3408023158 5664278.970512972, 284206.8616400678 5664291.704457913, 284212.4466302316 5664298.453192716, 284217.9433835481 5664305.272448778, 284221.0413300543 5664308.906874148))"
118961,Built,COVENTRY BV NE,50.0,Collector,"MULTILINESTRING ((-114.04253030000001 51.1556772, -114.0424993 51.1543402))","MULTILINESTRING ((287243.35737916 5671538.546590781, 287239.3714965395 5671389.818084716))"
93992,Built,HAWKWOOD DR NW,50.0,Collector,"MULTILINESTRING ((-114.1830738 51.1340221, -114.1828066 51.1343837))","MULTILINESTRING ((277313.3462531781 5669547.326032362, 277333.775888767 5669586.715856805))"
216760,Built,BARLOW TR NE,,Arterial Street,"MULTILINESTRING ((-114.0015903 51.0679352, -114.0015904 51.0685574, -114.0015906 51.0691796, -114.0015907 51.0698018, -114.0015909 51.0704239))","MULTILINESTRING ((289707.4991673172 5661666.254577541, 289710.3136500504 5661735.426734997, 289713.1211534407 5661804.599183546, 289715.9356865845 5661873.771351762, 289718.7427870884 5661942.932693762))"
121328,Built,11 ST SW,,Urban Boulevard,"MULTILINESTRING ((-114.0886129 51.0466767, -114.0886408 51.046258))","MULTILINESTRING ((283512.70374076103 5659555.172683094, 283508.7953600575 5659508.707485712))"
32010,Built,RIVERFRONT AV SE,40.0,Residential Street,"MULTILINESTRING ((-114.05056220000002 51.0478079, -114.050589 51.0474355, -114.0506049 51.0470861))","MULTILINESTRING ((286184.4372818924 5659569.729169217, 286180.84340745036 5659528.406659971, 286178.1193313418 5659489.6094455365))"
289608,Built,10 ST SW,,Collector,"MULTILINESTRING ((-114.0879453 51.025601, -114.0879568 51.0255748, -114.08797090000002 51.0255428, -114.0879836 51.0255138, -114.0879971 51.025483300000005, -114.0880026 51.0254697, -114.0880072 51.0254451, -114.0880068 51.025427, -114.0880057 51.0253997, -114.088004 51.0253542, -114.0880029 51.0253225))","MULTILINESTRING ((283461.2075677271 5657210.208668624, 283460.27914783754 5657207.329813804, 283459.1413988632 5657203.813814813, 283458.1157900739 5657200.6272112, 283457.0270984436 5657197.276204248, 283456.57808285987 5657195.780456742, 283456.14087762736 5657193.059186363, 283456.08452891815 5657191.0458225, 283456.0343615712 5657188.007630893, 283455.9414016228 5657182.944370299, 283455.8707193496 5657179.41702813))"
242411,Built,ASPEN HILLS DR SW,40.0,Collector,"MULTILINESTRING ((-114.2202284 51.0419639, -114.22032350000002 51.0420094, -114.2203955 51.0420415, -114.2204847 51.0420805, -114.2205635 51.042114, -114.2206434 51.0421478, -114.220712 51.042175, -114.2208209 51.0422161, -114.2208979 51.0422453, -114.2210125 51.042286, -114.2210934 51.0423146, -114.2212163 51.0423542, -114.2213198 51.0423855, -114.2214651 51.0424301, -114.2215725 51.0424596, -114.22169420000002 51.0424926, -114.2218016 51.04252, -114.2219565 51.0425557, -114.2220649 51.0425803, -114.2221568 51.0425995, -114.2222703 51.042622, -114.2223557 51.0426384, -114.2224404 51.0426546, -114.22249430000001 51.0426637, -114.2225331 51.0426703, -114.2225644 51.0426754))","MULTILINESTRING ((274266.5705299281 5659426.54413882, 274260.1269272709 5659431.893873184, 274255.23707861 5659435.683134388, 274249.17537212325 5659440.292200755, 274243.8157854856 5659444.2579599, 274238.38057516003 5659448.260448434, 274233.7052036973 5659451.49458223, 274226.27312025416 5659456.3975419225, 274221.0187982124 5659459.879783934, 274213.18532147363 5659464.755776871, 274207.6547753232 5659468.183293277, 274199.23428653827 5659472.9624795765, 274192.13303030847 5659476.759483166, 274182.16705059295 5659482.163242964, 274174.78373908484 5659485.772131714, 274166.4152909874 5659489.813984692, 274159.0217815951 5659493.1894441955, 274148.33976619365 5659497.633327208, 274140.8625701668 5659500.7006113045, 274134.5154578624 5659503.116978226, 274126.6706379048 5659505.966477733, 274120.7654437985 5659508.051649394, 274114.9083380776 5659510.112446601, 274111.1752064095 5659511.289454551, 274108.48814683885 5659512.142213487, 274106.3194023322 5659512.805209234))"
34327,Built,CEDARWOOD HL SW,40.0,Residential Street,"MULTILINESTRING ((-114.1329053 50.9537916, -114.1328929 50.9537693, -114.1328438 50.9536352, -114.1328258 50.9535207, -114.13283040000002 50.9533997))","MULTILINESTRING ((279969.56881985324 5649360.385227627, 279970.3341373202 5649357.869154831, 279973.14813057217 5649342.814885715, 279973.8709825098 5649330.032350631, 279972.97619408456 5649316.594676016))"
316166,Built,16 AV NE,,Urban Boulevard,"MULTILINESTRING ((-114.03188160000002 51.0671685, -114.0324849 51.0671335, -114.03310120000002 51.0671003, -114.0334988 51.0670808, -114.0340743 51.067066, -114.0348495 51.0670559, -114.0368049 51.0670555, -114.0374623 51.0670553, -114.0380107 51.0670686, -114.0386968 51.067075700000004, -114.0392436 51.06707430000001))","MULTILINESTRING ((287582.1819605103 5661668.003262152, 287539.76187066344 5661665.853558998, 287496.43934952957 5661663.941847676, 287468.4990058607 5661662.922020058, 287428.11868461064 5661662.938639548, 287373.77134876756 5661664.054976357, 287236.7981188951 5661669.661255655, 287190.7478134034 5661671.5396054955, 287152.39467742416 5661674.603970055, 287104.3675387717 5661677.37764841, 287066.059033896 5661678.803797061))"
140906,Built,VARSITY ESTATES RI NW,40.0,Residential Street,"MULTILINESTRING ((-114.1672219 51.0964668, -114.1672221 51.09670650000001, -114.1672212 51.0967543, -114.1672252 51.0968014, -114.1672298 51.0968492, -114.1672349 51.0968795, -114.1672439 51.096925500000005, -114.1672529 51.0969625, -114.1672624 51.0969961, -114.1672769 51.097038, -114.16729150000002 51.097076400000006, -114.1673088 51.0971182, -114.1673272 51.0971566, -114.1673467 51.0971932, -114.1673656 51.0972286, -114.1673901 51.0972666, -114.1674259 51.0973175, -114.1675236 51.0974524, -114.1676048 51.0975634, -114.1676382 51.0976108, -114.1676699 51.0976568, -114.1676888 51.0976887, -114.1677177 51.0977404, -114.1677417 51.09778810000001, -114.1677579 51.0978267, -114.1677769 51.0978752, -114.1677943 51.0979289, -114.1678077 51.0979754, -114.1678162 51.0980165, -114.167823 51.0980515, -114.1678275 51.098092, -114.167831 51.0981388, -114.1678325 51.0981865, -114.1678342 51.0993617))","MULTILINESTRING ((278242.26650999073 5665324.412184418, 278243.4000003817 5665351.060183657, 278243.6918296658 5665356.371386299, 278243.63730343967 5665361.619540638, 278243.54412848514 5665366.947322503, 278243.332177354 5665370.331140383, 278242.922383655 5665375.472080095, 278242.46950594697 5665379.6124918265, 278241.96535226575 5665383.376433584, 278241.1509314395 5665388.078156816, 278240.31275685714 5665392.391087442, 278239.30185992044 5665397.090134585, 278238.19768774754 5665401.414520666, 278237.0079001045 5665405.542117392, 278235.8543699299 5665409.53450201, 278234.3212881619 5665413.832809804, 278232.0589670361 5665419.599272991, 278225.8658156934 5665434.890605145, 278220.713271607 5665447.475244895, 278218.60222584277 5665452.845385425, 278216.60348125733 5665458.054764123, 278215.4332249488 5665461.658060077, 278213.6577782158 5665467.492666454, 278212.20618105214 5665472.867821619, 278211.25701076456 5665477.207816198, 278210.1592468501 5665482.656833591, 278209.19838301954 5665488.6791103445, 278208.48304382793 5665493.888905233, 278208.08484583255 5665498.483610288, 278207.7764392747 5665502.395054331, 278207.6553663096 5665506.910997895, 278207.63445870066 5665512.12429621, 278207.7578587672 5665517.431617483, 278213.2660361394 5665648.083486658))"
47159,Built,24 AV NE,40.0,Residential Street,"MULTILINESTRING ((-113.951952 51.0742909, -113.9513444 51.0742915))","MULTILINESTRING ((293212.8696946162 5662232.193348738, 293255.4274293487 5662230.55304039))"
107443,Built,MOUNTAIN PARK CI SE,50.0,Collector,"MULTILINESTRING ((-113.9866358 50.9135784, -113.9867028 50.9135877, -113.9867568 50.913595, -113.9868078 50.9136022, -113.9868523 50.9136065, -113.98689990000001 50.9136111, -113.9869242 50.913613, -113.9869513 50.9136144))","MULTILINESTRING ((290059.31617329177 5644463.43508523, 290054.6492620805 5644464.659672454, 290050.8869920675 5644465.624919839, 290047.3351139172 5644466.570513892, 290044.2270015912 5644467.1752125025, 290040.9023717721 5644467.822088233, 290039.20311596035 5644468.102481645, 290037.3048242363 5644468.335260103))"
84994,Built,32 AV NE,,Arterial Street,"MULTILINESTRING ((-114.04893550000001 51.0883889, -114.0486671 51.088203, -114.0481946 51.0879004, -114.0479234 51.0877331, -114.0476389 51.08756410000001, -114.0474241 51.0874272, -114.0472314 51.087296, -114.0470407 51.0871557, -114.0468478 51.0870101))","MULTILINESTRING ((286485.3594903477 5664076.478018804, 286503.2951167384 5664055.0322653605, 286534.98356141563 5664020.020625534, 286553.2013217533 5664000.634739571, 286572.3426130808 5663981.021350717, 286586.7517092781 5663965.178826375, 286599.6397691895 5663950.034122447, 286612.3459702308 5663933.883584976, 286625.1818891008 5663917.137488159))"
190652,Built,PRESTWICK DR SE,50.0,Collector,"MULTILINESTRING ((-113.9660827 50.9233108, -113.9664113 50.9233109, -113.9667732 50.923311))","MULTILINESTRING ((291547.31522010895 5645487.106655662, 291524.2262908682 5645488.046562976, 291498.7975087253 5645489.080712176))"
812368,Built,STRATHEARN RI SW,40.0,Residential Street,"MULTILINESTRING ((-114.1672566 51.0436151, -114.1672573 51.0435302, -114.1672576 51.043387))","MULTILINESTRING ((277986.91873676743 5659449.0236195745, 277986.4635486326 5659439.587476143, 277985.7575077637 5659423.668969674))"
839165,Built,38 ST NE,50.0,Residential Street,"MULTILINESTRING ((-113.97831150000002 51.1314454, -113.9783 51.1319354))","MULTILINESTRING ((291624.00131834287 5668660.683513653, 291627.0124823074 5668715.126399729))"
111027,Built,COUNTRY HILLS BV NW,,Arterial Street,"MULTILINESTRING ((-114.131814 51.1403426, -114.13148540000002 51.14042250000001))","MULTILINESTRING ((280928.63378497644 5670095.987159007, 280951.99300100084 5670103.890670367))"
245577,Built,MCKNIGHT BV NE,,Skeletal Road,"MULTILINESTRING ((-113.98130970000001 51.0959404, -113.9814441 51.0959366, -113.9815286 51.0959342, -113.9815798 51.0959328, -113.9816859 51.0959298, -113.9817587 51.0959278, -113.9817737 51.0959274, -113.9819018 51.095924, -113.98192980000002 51.0959232, -113.9820216 51.0959204, -113.9821027 51.0959182))","MULTILINESTRING ((291254.25551448483 5664721.9465075, 291244.82974669454 5664721.905380568, 291238.90352610755 5664721.878324365, 291235.31297135155 5664721.867959618, 291227.87194222235 5664721.835501962, 291222.76657907164 5664721.819734007, 291221.7147042786 5664721.817829602, 291212.731765043 5664721.803353519, 291210.76802478934 5664721.793873356, 291204.3289633468 5664721.7431035545, 291198.64165704756 5664721.728679486))"
118813,Built,COVENTRY DR NE,50.0,Collector,"MULTILINESTRING ((-114.0473338 51.1569224, -114.0472155 51.1569222, -114.0469458 51.1569196, -114.0468204 51.1569192, -114.0467278 51.1569197, -114.0466403 51.1569216, -114.0465547 51.15692570000001, -114.0464715 51.156930700000004, -114.0463754 51.1569397, -114.0462843 51.1569497, -114.0461982 51.156961, -114.0461354 51.156972700000004, -114.0460314 51.15699080000001, -114.0459432 51.1570103, -114.045871 51.1570269, -114.045785 51.1570499, -114.0457125 51.1570721, -114.0456329 51.1570965, -114.0455544 51.1571261, -114.0454863 51.1571514, -114.0454074 51.1571849, -114.04532280000001 51.1572251, -114.0452163 51.1572781, -114.0451281 51.1573278, -114.0450715 51.157364, -114.04501580000002 51.1573981, -114.0449771 51.1574279, -114.0449398 51.1574568, -114.044899 51.1574879, -114.0448612 51.1575168))","MULTILINESTRING ((286913.26784693263 5671690.893155406, 286921.5374644737 5671690.527997489, 286940.3806336617 5671689.457201305, 286949.14570294233 5671689.049274293, 286955.62182036194 5671688.836479942, 286961.7478407583 5671688.794116957, 286967.7511674764 5671689.001848869, 286973.5908530004 5671689.316598926, 286980.35082955996 5671690.038665782, 286986.76585398836 5671690.886403843, 286992.83730847365 5671691.893163809, 286997.2816649439 5671693.011915732, 287004.63586244825 5671694.722799776, 287010.8919039265 5671696.6351170605, 287016.0159956969 5671698.271397829, 287022.134348501 5671700.57920949, 287027.3052061591 5671702.837202672, 287032.98256523017 5671705.319212157, 287038.6069725717 5671708.382515878, 287043.48448633123 5671710.997909566, 287049.15481181024 5671714.493641648, 287055.2544876878 5671718.71772879, 287062.94416953734 5671724.301401617, 287069.3392625204 5671729.571223087, 287073.46297251154 5671733.431745843, 287077.51408358273 5671737.061414683, 287080.3568983402 5671740.262282598, 287083.09768907324 5671743.367151126, 287086.09329755174 5671746.706464693, 287088.8690369847 5671749.809887897))"
47894,Built,78 AV SE,40.0,Residential Street,"MULTILINESTRING ((-113.9987792 50.9832205, -113.9985976 50.983221400000005, -113.998416 50.9832224, -113.9982344 50.9832234, -113.9980529 50.9832244))","MULTILINESTRING ((289520.8460111581 5652240.2801887, 289533.59386401204 5652239.861557334, 289546.3421692515 5652239.4540746175, 289559.0904743825 5652239.0466233585, 289571.83176190266 5652238.639489121))"
831982,Built,HAMPTONS WY NW,40.0,Residential Street,"MULTILINESTRING ((-114.15389280000001 51.1497074, -114.1539476 51.149718400000005))","MULTILINESTRING ((279429.2182580059 5671203.098391284, 279425.4390649304 5671204.485697937))"
707174,Built,114 AV SE,,Industrial Arterial,"MULTILINESTRING ((-113.93521530000001 50.9503831, -113.9348146 50.9503867, -113.93356450000002 50.9503681, -113.9331535 50.9503381, -113.9326078 50.950252600000006, -113.9319812 50.9501331, -113.9316781 50.95005630000001, -113.9313548 50.9499539, -113.9309776 50.9498218, -113.9269456 50.9482537))","MULTILINESTRING ((293836.0691686655 5648410.017009082, 293864.22443662374 5648409.296811849, 293951.93097162514 5648403.734508289, 293980.6609331602 5648399.250752711, 294018.6048487868 5648388.220723412, 294062.07983077737 5648373.185121049, 294083.02571771527 5648363.800450346, 294105.27706615714 5648351.513428948, 294131.18242741143 5648335.774164689, 294407.4130999764 5648150.193015102))"
